,Name,Org,Sentence
2386,['Horst Seehofer'],['Interior'],"['BERLIN – The number of anti-Semitic crimes committed in Germany rose last year by 13 percent, Interior Minister Horst Seehofer said on Wednesday, laying the blame squarely on right-wing radicals.']"
2387,['Josef Schuster'],['the Central Council of Jews'],"['“The attack in Halle last year was a signal,” said Josef Schuster, President of the Central Council of Jews, urging politicians and society do more to fight anti-Semitism which, he said, had become commonplace in Germany.']"
2388,['Deivi GarciaCharles Wenzelberg'],['New York Post'],"['Deivi GarciaCharles Wenzelberg/New York Post\n“This was a year for him to really prove what he could do,” one AL scout said.']"
2389,['Amin'],['ESPN'],"['“That being said, I truly hope everyone is able to discover their own silver linings.”\n\nAmin, who was hired by ESPN at age 24 in 2011, moved up the ranks quickly.']"
2390,['Amin'],['ESPN'],"['“Through both triumph and tragedy, they became my friends and family.”\n\nAmin, who said his life “took a hard turn for the better” when he was hired by ESPN, also thanked the audience who have listened to the various games he called during his time with the network, adding that he “hopes it continues.” \n\n“A traditional broadcast sign-off seems appropriate here,” he tweeted.']"
2391,['Eliza Winger'],['Bloomberg'],"['“The pace of the declines has been stubbornly slow, but could accelerate given tentative signs of small businesses rehiring as the economy gradually reopens,” Bloomberg economist Eliza Winger said in a commentary.']"
2392,['Hopkins'],['Amazon'],"['On May 1, Hopkins said, he clocked out of his shift in solidarity with a nationwide strike of Amazon workers and went to the break room to hand out flyers.']"
2393,['Hopkins'],['Amazon'],"['Amazon took nearly two weeks to formally tell Hopkins why he was suspended and resisted his request to be interviewed by an investigator via email so his responses would be recorded in writing, he said.']"
2394,['Jennie'],['Red Sox'],"['She kept complaining that she couldn’t listen to Red Sox games [on her transistor radio].”\n\nStill, as her condition worsened, Jennie’s family called to say their final goodbyes.']"
2395,['Alison Chiaramonte'],['Warburg Realty'],"['“This is uncharted territory so the norms for reviewing a package or how to do a board interview or what the move-in procedures are — [it’s] all in flux,” says Alison Chiaramonte, an agent at Warburg Realty.']"
2396,['Terry Bush'],"['The Neil Huffman Auto Group', 'The Louisville Courier Journal', 'Kentucky Three Percenters']","['The Neil Huffman Auto Group on Tuesday said it canned the unidentified employee following an internal review, adding that it “does not condone threats of violence in any form.”\n\nThe Louisville Courier Journal identified the staffer as Terry Bush, the president of the right-wing Kentucky Three Percenters, one of the groups present at Sunday’s protest.']"
2397,['Rob Lynch'],['Papa John’s'],"['On Wednesday, Papa John’s stock soared 6 percent to close up $4.57 a share, to $78.76, after its new CEO, Rob Lynch, said the company saw a second straight month of record sales in May — boosted by coronavirus quarantines.']"
2398,['Mark Kalinowski'],"['Papa John’s', 'Starboard', 'Kalinowski Equity Research']","['But Papa John’s stock is up more than 70 percent since Starboard first invested in February 2019, said Mark Kalinowski, of Kalinowski Equity Research.']"
2399,['Kalinowski'],['Starboard'],"['“Starboard has done very, very well for itself in this investment,” Kalinowski said.']"
2400,['Brad Hoylman'],['Senate'],"['“By passing this bill today, New York sends a clear and unambiguous message to survivors: we believe you, we support you, and we will continue fighting for you,” said state Sen. Brad Hoylman (D-Manhattan), who sponsored the Senate’s measure.']"
2401,['Bobby Catone'],['Sunbelievable'],"['Bobby Catone, who runs three Sunbelievable salons in the forgotten borough, said he believes he can safely reopen with precautions, despite the statewide stay-at-home order still being in effect.']"
2402,['Miriam Nunberg'],['the New York City Alliance for School Integration and Desegregation'],['The activist Miriam Nunberg of the New York City Alliance for School Integration and Desegregation said the department is busy trying to mobilize opposition to screened-school backers.']
2403,['Cummings'],['Johnson’s Conservative Party'],"['He said he made the trip so that his nieces could care for his 4-year-old son if he and his wife became too sick, later insisting he “behaved reasonably and legally.”\n\n\nAt least 30 lawmakers in Johnson’s Conservative Party have called on Cummings to resign, citing an outpouring of fury from their constituents.']"
2404,['Brenda Starks-Ross'],['Alliance'],"['“He served as security in different sites, he served in reception, because we were working with a skeleton crew, pretty much anything you asked Lisbon to do, he did,” said Brenda Starks-Ross, chief operating officer for Alliance.']"
2405,['Black'],['Alliance'],"['“When others were afraid to come out, he said ‘I’m willing to do anything, count me in.’”\xa0\n\nBlack said if it wasn’t for the Alliance, he likely wouldn’t be where he is today and he wants to make sure he pays that kindness forward.']"
2406,['Trump'],"['CNN', 'Orange Man Bad', 'Twitter', 'Twitterati', 'Twitter']","['Just in case CNN’s “experts-say” pabulum wasn’t enough to convince you that Orange Man Bad, Twitter also curated a number of tweets from the blue-check Twitterati slamming the president, with one even hysterically accusing Trump of planning “voter suppression.”\n\nNone of this comes as a surprise to conservatives on Twitter.']"
2407,['Joseph Goebbels'],['Meet the Press'],"['“I’m just saying,” he tweeted in November 2016, “we fly over those states that voted for a racist tangerine for a reason.”\n\nIn January 2017: “ ‘Today on Meet the Press, we’re speaking with Joseph Goebbels about the first 100 days.']"
2408,['Gao Fu'],['the Wall Street Journal'],"['China’s top epidemiologist, Gao Fu, said samples taken from the wholesale market — where the deadly virus was reportedly first passed to humans — failed to show links between animals sold there and the pathogen, according to the Wall Street Journal.']"
2409,['Blunt'],['Stew Leonard'],"['“We went to this grocery store — Stew Leonard’s, in Yonkers — because it’s a longer drive,” says Blunt.']"
2410,['Amanda Castel'],"['MarketWatch', 'George Washington University']","['Public-health experts spoke to MarketWatch about some basic best practices:\n\nKeep an eye on COVID-19 transmission and public-health guidelines where you live\n\n“It’s really important for people to know what’s happening in their communities,” said Amanda Castel, a professor of epidemiology at George Washington University.']"
2411,['Danielle Ompad'],['the NYU School of Global Public Health'],"['Danielle Ompad, an associate professor of epidemiology at the NYU School of Global Public Health, said she hadn’t seen friends in person since New York City shut down in March.']"
2412,['Jake Ward'],['3C'],"['“This report shows that in the face of the COVID-19 global pandemic and economic crisis, digitally empowered small businesses are weathering the storm and optimistic about the future,” said Jake Ward, president of 3C, a non-profit membership organization.']"
2413,['Charlie Meyer'],"['the Spice House', 'Slack']","['Charlie Meyer, owner of the Spice House in Evanston, Ill., said his company implemented communications tools such as Slack and Zoom, which helped his business survive and stay connected during the pandemic, according to the study.']"
2414,['Chaim Fogel'],['Tip Top'],"['“Maybe it’s illegal to open it, but you have to understand, these stores are living things,” said Chaim Fogel, who stood outside of Tip Top, a crowded clothing store on 13th Avenue.']"
2415,['Olivia Lapeyrolerie'],['City Hall'],"['“This behavior is absolutely unacceptable and we will be taking further enforcement action,” said City Hall spokeswoman Olivia Lapeyrolerie.']"
2416,['Cuomo'],['the National Press Club'],"['Only when prodded by reporters at the National Press Club in Washington, DC, did Cuomo cough up a few details about the huddle, which he said was focused on ramping up infrastructure projects in New York, both for their own sake and to revitalize the state’s coronavirus-hobbled economy.']"
2417,['Trump'],['Post'],"['The governor said that his telling critics earlier this month to “ask President Trump” about the mandate was just meant to highlight what he claims is the partisan nature of the criticism, and attacked The Post for reporting on the firestorm issue.']"
2418,['Blake Snell'],['Tampa Bay Rays'],"['Blake Snell, the Tampa Bay Rays Cy Young Award winner in 2018, two weeks ago said that he would sit out the season if there were pay cuts.']"
2419,['Joel Kan'],['MBA'],"['“The home purchase market continued its path to recovery as various states reopen, leading to more buyers resuming their home search,” said Joel Kan, MBA’s associate vice president of economic and industry forecasting.']"
2420,['Veronica Clark'],['Citigroup'],"['“While there could remain downward pressures on housing demand overall this year from still-high unemployment, we would not be surprised to see a potential overshoot of pre-COVID level of housing demand if temporarily postponed activity resumes in the coming months,” said Veronica Clark, an economist at Citigroup in New York.']"
2421,['Chunjie Duan'],['Redpoint'],"['“When we saw our solution helping our clients in China, we wanted to make it available to the rest of the world,” said Chunjie Duan, CEO and co-founder of Redpoint, in a press release.']"
2422,['Cuomo'],['the National Press Club'],"['“I get it, I understand it,” Cuomo said from the National Press Club.']"
2423,['Beuchert’s Saloon'],['Fox 5'],"['The owner of one local DC establishment, Beuchert’s Saloon on Capitol Hill, spoke with Fox 5 about the possible provision, saying that during the pandemic the restaurant saw a drop in sales of about 50 percent.']"
2424,['Nazeeh Hanna'],['NYU Winthrop'],"['Dr. Nazeeh Hanna, chief of neonatology at NYU Winthrop, said Wednesday that the delivery came at the height of the hospital’s COVID-19 crisis — and was hardly routine.']"
2425,['Kelli Felker'],['Ford'],"['Work resumed at the plant, which builds the F-150 pickup truck and Transit van, without workers being sent home following a deep cleaning, Ford spokeswoman Kelli Felker said Wednesday.']"
2426,['James Mermigis'],['Atilis'],"['On Saturday, state health officials shut the gym and changed the locks on the door, Atilis attorney James Mermigis said.']"
2427,['Pelosi'],['House'],"['Pelosi said, however, she understood the concern because House committee chairmen wielded great power when she was a younger congresswoman thanks to proxy votes, which were allowed in committee until the ’90s.']"
2428,['Pelosi'],['House'],['Pelosi and House Democrats say that lawmakers would have to dutifully implement the wishes of peers who could not be present.']
2429,['Biden'],['CNN'],"['“All this stuff about ‘Biden’s hidin,’ well, you know, the fact of the matter is, it’s working pretty well so far, doing the rules,” the former vice president said in an interview with CNN Tuesday.']"
2430,['Guy Ryder'],['ILO'],"['“If we do not take significant and immediate action to improve their situation, the legacy of the virus could be with us for decades,” ILO director-general Guy Ryder said in a statement.']"
2431,['Anthony Fauci'],['White House'],"['Dr. Anthony Fauci, an infectious disease expert on the White House coronavirus task force, said the Republican and Democratic nominating conventions could go on as planned this August if there’s a dramatic downturn in the number of cases.']"
2432,['Trump'],"['the Republican National Committee', 'The Democratic National Committee']","['“But I picked North Carolina because I do love that state, and it would’ve been a perfect place for it and it still would be.”\n\nTrump said the deadline is needed before the Republican National Committee spends “millions and millions of dollars on an arena to make it magnificent for the convention.”\n\nHe also said Charlotte would miss out on the throngs of people who would descend on Charlotte for the convention, saying the “economic development consequences are tremendous.”\n\nThe Democratic National Committee moved its convention from July to Aug. 17-20 in Milwaukee because of the coronavirus.']"
2433,['Ralph Lauren'],['COVID-19'],['Ralph Lauren said on Wednesday a surge in online shopping was helping it get back on track in China and putting it on course for a recovery from the financial damage wrought by the COVID-19 lockdowns in other markets as well.']
2434,['Yang'],['Twitter'],"['“3-Day weekends are better than 2-Day weekends,” Yang said on Twitter Monday at the end of the long Memorial Day weekend.']"
2435,['Andrew Barnes'],['Perpetual Guardian'],"['The four-day week is “not just having a day off a week — it’s about delivering productivity, and meeting customer service standards, meeting personal and team business goals and objectives,” Perpetual Guardian founder Andrew Barnes said on the company’s website.']"
2436,['Hiroshi Tabata'],"['The Japan Times', 'the Japan Tourism Agency']","['The campaign seeks to “to stimulate domestic travel demand within Japan after the COVID-19 pandemic and only cover a portion of domestic travel expenses.”\n\nDuring a news conference, The Japan Times reported earlier that Hiroshi Tabata of the Japan Tourism Agency said the government plans to allocate $12.5 billion to a reimbursement program that could launch as soon as July.']"
2437,['Andrew Cuomo'],['COVID-19'],"['Andrew Cuomo, said he plans to donate his plasma to help others infected with COVID-19.']"
2438,['McCarthy'],['Congress’'],"['In announcing the lawsuit, McCarthy said that Democrats in Congress’ lower chamber were breaking “over 230 years of precedent.”\n\n“This is not simply arcane parliamentary procedure.']"
2439,['Pelosi'],['House'],"['In response to the lawsuit, Pelosi released a statement slamming the move as a “sad stunt.”\n\n“House Republicans’ sad stunt shows that their only focus is to delay and obstruct urgently-needed action to meet the needs of American workers and families during the coronavirus crisis,” she said.']"
2440,['Flynn'],['Journal'],"['Even that will take “substantial growth over the next 16 months, and it will have to be achieved against a backdrop of stunning unemployment, socio-economic dislocation and a potential recession,” Flynn said in the memo, according to the Journal.']"
2441,['Sapna Raj'],"['the Law Enforcement Bureau', 'the Commission on Human Rights']","['“At a time when the devastating impacts of racism in Black communities have been made so painfully clear—from racial disparities in COVID-19 outcomes, to harassment of essential workers on the frontlines—it is appalling to see these types of ugly threats directed at one New Yorker by another,” said Sapna Raj, deputy commissioner of the Law Enforcement Bureau at the Commission on Human Rights.']"
2442,['Steven Greenberg'],['Siena'],"['“When it comes to addressing the needs of nursing homes, only 44 percent give him positive marks, compared to a plurality, 48 percent, who rate him negatively,” said Siena pollster Steven Greenberg.']"
2443,['David Michaels'],['AEA'],"['The guidelines were presented by AEA officials and public safety consultant Dr. David Michaels, who said that more detailed plans were in the works, but it was too early to give anything concrete.']"
2444,['Sessions'],['The Washington Post'],"['The Washington Post again got the leak, reporting March 1 that anonymous intelligence sources said Sessions had two meetings with the same Russian ambassador during the campaign.']"
2445,['Byrnes'],['MLB'],"['“Sometimes in life — they say this a lot in sports, too — it’s bigger than you.”\n\n“And, so I would advise to any athlete or any owner in this situation, it’s bigger than you guys right now.”\n\nByrnes is confident that there will be a 2020 MLB season because he believes that players just “want to get back out there, they miss playing the game.”']"
2446,['Tsai'],['the Alibaba Group'],"['“When extraordinary circumstances befall us, we just have to react to it in real time,” Tsai, co-founder of the Alibaba Group, said.']"
2447,['Tsai'],['Stanford'],"['Recently, Tsai gave a lecture to a Stanford class, saying some owners of teams out of the playoffs didn’t prefer to return.']"
2448,['Tony Clark'],['Union'],['Union executive director Tony Clark had publicly said negotiation over salaries for this year “is over.” That the union agreed to take a proposal suggested flexibility — but does it?']
2449,['Hopkins'],['IWF'],"['“Anything can happen in the IWF,” says Hopkins.']"
2450,['de Blasio'],['City Hall'],"['“We’re going to be briefing all New Yorkers on each of these questions as we get closer,” de Blasio said when pressed by reporters in his daily City Hall briefing.']"
2451,['Lamont White'],['El  John’s Barber Shop'],"['“I would like to be more informed, to have information on hand as to when my business would open,” said Lamont White, owner of El  John’s Barber Shop in East New York, Brooklyn.']"
2452,['Julio Peña'],['Il Posto Accanto'],"['There’s no information on it.”\n\nJulio Peña, who along with his wife owns Alphabet City Italian joint Il Posto Accanto, said that his patience has worn thin as the pandemic has wound on.']"
2453,['Cuomo'],['the New York Stock Exchange'],"['“[The] number of new COVID cases [is] down to the lowest level since this ever started, just about 200,” said Cuomo in a briefing at the New York Stock Exchange, referring to the three-day rolling average of new hospitalizations, at 201 through Monday.']"
2454,['Miriam Nunberg'],"['the New York City Alliance for School Integration and Desegregation', 'PLACE']","['But in an email to parent groups sent last week, Miriam Nunberg, co-chair of the New York City Alliance for School Integration and Desegregation, said the department was helping to marshal opposition to screened school backers like PLACE.']"
2455,['Katie O’Hanlon'],['DOE'],"['“We did not ask anyone to ‘make noise’ in response to any one group, nor do we discuss specific groups with others,” said DOE spokeswoman Katie O’Hanlon.']"
2456,['Inhofe'],['the Senate Armed Services Committee'],['Inhofe said he instructed brokers to sell all of his stocks shortly after he became chairman of the Senate Armed Services Committee in September 2018 and that the process took time.']
2457,['Chris Rupkey'],['MUFG'],"['“The worst may be over for the economy,” said Chris Rupkey, chief economist at MUFG in New York.']"
2458,['Ben Ayers'],['Nationwide'],"['“This is perhaps another sign that demand for housing has remained strong despite the record spike in unemployment and social distancing restrictions which have limited house shopping this spring,” said Ben Ayers, senior economist at Nationwide in Columbus, Ohio.']"
2459,['Bill de Blasio'],"['NYPD', 'the Parks Department']","['After media coverage of the disparity, Mayor Bill de Blasio said the NYPD would no longer stop people for not wearing masks in public and social-distancing in city parks would be left to the Parks Department.']"
2460,['Cuomo'],['New York Stock Exchange'],"['“This is almost a point of cultural communication,” said Cuomo, who entered his press briefing at the newly-reopened New York Stock Exchange donning a standard, light-blue medical mask.']"
2461,['Elon Musk'],"['Silicon Valley-based', 'Palantir', 'Tesla']","['Silicon Valley-based software company Palantir is considering following Tesla CEO Elon Musk’s lead and openly considering leaving the “increasing intolerance and monoculture” of California, its co-founder said.']"
2462,['Alex Karp'],"['Axios', 'HBO']","['Speaking during an appearance Monday on “Axios on HBO,” CEO Alex Karp said the company was “getting close” to deciding whether it would leave the golden state.']"
2463,['Kennedy Cuomo'],"['“We Love NY', 'Bunny Lake Films']","['The most votes were cast for the “We Love NY” ad by Brooklyn production company Bunny Lake Films, Kennedy Cuomo said during her father’s daily coronavirus press briefing in Manhattan.']"
2464,['Kennedy Cuomo'],['Bunny Lake Films'],"['“Congratulations to Bunny Lake Films, a female-founded boutique production company based in Brooklyn, New York who created that incredible ad,” Kennedy Cuomo said.']"
2465,['Chris Young'],['Ipsos'],"['“As our world has changed, almost everything we do has changed, including how we view and approach education,” Ipsos president Chris Young said.']"
2466,['James Leibold'],['La Trobe University'],"['“This type of surveillance is far more human driven than it is tech-driven, said James Leibold, associate professor at Australia’s La Trobe University, who researched similar systems in China’s far-west Xinjiang.']"
2467,['Cuomo'],['the New York Stock Exchange'],"['“This is one of the things I want to talk to the president about,” Cuomo said during his Tuesday press briefing at the New York Stock Exchange in Lower Manhattan.']"
2468,['Lee Dong-bae'],['Vision Semicon'],"['Robots could help people observe social distancing in public, said Lee Dong-bae, director of research at Vision Semicon, a smart factory solution provider which developed the barista robot together with a state-run science institute.']"
2469,['Michael Levitt'],"['Stanford University', 'Telegraph']","['Stanford University biophysicist Michael Levitt, a British-American-Israeli who won the 2013 Nobel Prize in chemistry, said that he believed other health precautions, such as enforcing masks, would have been more effective in combatting the pandemic, the Telegraph reported.']"
2470,['Mitch McConnell'],"['Congress', 'Senate']","['A fourth coronavirus stimulus package could pass Congress next month but will be significantly smaller than the historic spending measures seen so far, Senate Majority Leader Mitch McConnell said Tuesday.']"
2471,['McConnell'],"['House', 'Hill']","['It will not be the $3 trillion bill the House passed the other day, but there’s still a likelihood that more will be needed,” McConnell said at an event in his native Kentucky, according to a Hill report.']"
2472,['Fischer'],['Post'],"['Fischer told the Post that the woman’s actions are “a good example of what America is not about.”\n\n“Racism, as far as I’m concerned, is right up there with this [coronavirus],” he said.']"
2473,['Lloyd Falk'],"['Henrico Doctors’ Hospital', 'COVID-19']","['Lloyd Falk was one of Henrico Doctors’ Hospital’s first COVID-19 patients when he was admitted on March 24, and soon suffered the heartbreak of losing his wife of 74 years to the disease, the hospital said.']"
2474,['Dave Clark'],"['Amazon', 'Amazon']","['Amazon has declined to release an official tally of how many of its workers have been infected with the coronavirus, with senior vice president of worldwide operations Dave Clark saying in a recent “60 Minutes” interview that the number is not “particularly useful.”\n\nAmazon has also refused to reveal how many of its workers have died from the virus, but has confirmed eight deaths that were reported in the news, including two in Indiana this month.']"
2475,['Alexandria Ocasio-Cortez'],['Rep'],"['A Republican candidate running against Rep. Alexandria Ocasio-Cortez dropped out of the primary race, saying Gov.']"
2476,['Cuomo'],['Twitter'],"['“In the two months the floor was dark, NYers bent the curve and slowed the spread of this virus,” Cuomo said on Twitter.']"
2477,['Sam Page'],"['St. Louis County Public Health Department', 'COVID-19']","['St. Louis County Public Health Department slammed the packed poolside bars in videos that emerged from the lake spot as “reckless.”\n\n“This reckless behavior endangers countless people and risks setting us back substantially from the progress we have made in slowing the spread of COVID-19,” county executive, Dr. Sam Page, said Monday in a statement.']"
2478,['Lyda Krewson'],"['Missouri.Twitter/Lawler50', 'REUTERS St. Louis']","['Partiers celebrate Memorial Day weekend at Osage Beach on the Lake of the Ozarks in Missouri.Twitter/Lawler50 via REUTERS\nSt. Louis Mayor Lyda Krewson said it was “irresponsible and dangerous” for people to engage in the high-risk behavior on display at Lake of Ozarks, which is about 180 miles west of St. Louis and a popular vacation destination.']"
2479,['Adam Smith'],"['Facebook Live', 'ReOpenNC']","['We have to say yes,” Adam Smith said in a Facebook Live video shared Sunday by ReOpenNC, a group founded by his wife.']"
2480,['Adam Smith'],"['Blue Igloo', 'the Anti-Defamation League']","['Adam Smith was present with armed Blue Igloo demonstrators in Raleigh on May 16, the paper said, noting the name is a play on “Boogaloo,” which the Anti-Defamation League calls slang for a coming civil war.']"
2481,['Roberto Alvo'],['LATAM'],"['“We have implemented a series of difficult measures to mitigate the impact of this unprecedented industry disruption, but ultimately this path represents the best option to lay the right foundation for the future of our airline group,” LATAM CEO Roberto Alvo said in a statement.']"
2482,['Ramiro Alfonsín Balza'],['LATAM'],"['“At the beginning of 2020, LATAM was financially and operationally one of the strongest groups in Latin America and poised to continue its upward trajectory,” chief financial officer Ramiro Alfonsín Balza said in a court filing.']"
2483,['Stacey Cunningham'],['NYSE'],"['But only a handful of brokers will be allowed on the floor — and they’ll have to have their temperatures checked, wear face masks and follow social-distancing rules, NYSE president Stacey Cunningham has said.']"
2484,['Kearney'],['Ulster University'],"['Kearney, who met her fiance while studying at Ulster University in 2015, said their wedding day has already been rescheduled for next April.']"
2485,['Cooks'],['Saar'],"['Cooks like myself, with entrepreneurial spirit, will love it.”\n\nThe uptick in supply hasn’t yet translated to an equal surge in demand from consumers, Saar said, but the app is ending its beta-testing mode on Tuesday and is raising money for marketing.']"
2486,['Labetti'],['Sheraton'],"['In the early days of the pandemic, Labetti said he reached out to hospitals and corporate accounts to fill the Sheraton’s rooms.']"
2487,['Amy Domizi'],['StepStone Hospitality'],"['Amy Domizi, director of sales and marketing for StepStone Hospitality, which operates 14 hotels across the country, says bookings from locals have only increased as lockdowns around the country have been extended.']"
2488,['Joyce'],['The Raphael'],"['“Missouri lifted its restrictions on May 15, but some of our clients have told us they are not returning to their offices until Labor Day,” said Joyce of The Raphael.']"
2489,['Cuomo'],['Air and Space Museum'],"['“Today we honor the service members who have lost their lives,” said Cuomo, whose coronavirus press briefing at the Intrepid Sea, Air and Space Museum began with his tossing a wreath in the Hudson River, the playing of taps and a moment of silence.']"
2490,['Marc Mallory'],['Facebook'],"['Don’t descend on [waterfront] Traverse City from all regions of the state.”\n\nThree days later, a marina owner wrote on Facebook that the governor’s husband, Marc Mallory, had asked its workers to get their nearby boat in the water before Memorial Day, a report said Monday.']"
2491,['Tad Dowker'],"['NorthShore Dock LLC', 'Facebook', 'the Detroit News']","['“This morning, I was out working when the office called me, there was a gentleman on hold who wanted his boat in the water before the weekend,” NorthShore Dock LLC owner Tad Dowker wrote Thursday on Facebook, according to the Detroit News, which said the posting has since been made private.']"
2492,['Mallory'],"['Facebook', 'News']","['“Well our office personnel had explained this to the man and he replied, ‘I am the husband to the governor, will this make a difference?’ ”\n\nThe docking company later said on its Facebook page that Mallory was respectful when told it couldn’t accommodate him, according to the News.']"
2493,['Nick Haekkerup'],['TV2'],"['“If you say, you are in a relationship and put it in writing, that is enough,” Justice Minister Nick Haekkerup told local broadcaster TV2.']"
2494,['Kristian Hegaard'],['the Social-Liberal Party'],"['“I’ve never heard of a country where entry requires the showing of intimate texts or photos from a partner,” said Kristian Hegaard of the Social-Liberal Party.']"
2495,['Barbara Bowen'],['PSC'],"['There’s no more room to cut,” said Barbara Bowen, the president of the PSC.']"
2496,['Purvi Parikh'],"['Physicians for Patient Protection', 'NYU Langone']","['“The gym is a perfect storm for transmitting respiratory disease,” says Dr. Purvi Parikh, a member of Physicians for Patient Protection and an immunologist at NYU Langone who points to “crowds, heavy breathing and touching,” as possible COVID-spreading culprits.']"
2497,['Charles Guo'],['44KW'],"['“There really weren’t many clients as most people were quite worried about their safety,” said Charles Guo, founder of 44KW.']"
2498,['Patrick Ewing Jr.'],"['Knicks', 'COVID-19', 'Georgetown']","['Three days after the Knicks legend announced he tested positive for COVID-19, his son Patrick Ewing Jr. said Monday the 57-year-old Georgetown coach is out of the hospital.']"
2499,['Waerner'],['Everts Air Cargo'],"['Everts Air Cargo of Fairbanks is selling the historic plane, and Waerner said the museum is expected to finalize the deal this week.']"
2500,['Larry Duffus'],['Larry’s Freewheeling'],"['“The line is constant,” said Larry Duffus of Larry’s Freewheeling bike shop in Harlem as 10 people waited outside Monday.']"
2501,['Charlie McCorkell'],['Bicycle Habitat'],"['“Right now all of our suppliers are out of the bikes that we sell,” said Charlie McCorkell, whose company Bicycle Habitat has three locations in Brooklyn and Manhattan.']"
2502,['Deib'],['Nowhere Men'],['Deib said his family didn’t really start receiving donations until the last week of Ramadan when the group Nowhere Men filmed a short video about their work.']
2503,['Trump'],"['the Republican National Convention', 'Trump National Doral Miami']",['President Trump said Monday that he’d like the Republican National Convention to remain in North Carolina — despite noting headwinds from Democrats who lead state and local governments — and shot down rumors that he was considering hosting the August event at Trump National Doral Miami.']
2504,['Jimmy Kokotas'],['Tom’s'],"['“We had more business on the worst rainy Memorial Days of my life,” said Jimmy Kokotas, owner of Tom’s Coney Island on the Brooklyn boardwalk.']"
2505,['Beth Salcedo'],['the Anxiety and Depression Association of America'],"['Dr. Beth Salcedo, a psychiatrist and the past president of the Anxiety and Depression Association of America, said that the best ways to deal with anxiety included “exercising, eating well, avoiding alcohol and making sure we surround ourselves with our social support as much as possible.”\n\nIf those don’t work, she recommends a type of counseling known as “cognitive behavioral therapy,” possibly coupled with antidepressant medications like Lexapro and Prozac.']"
2506,['Cuomo'],['Air and Space Museum'],"['But Staten Island life is inextricably tied to the rest of New York City — which, as a whole, is yet to clear all seven hurdles — Cuomo said during a Memorial Day press briefing at the Intrepid Sea, Air and Space Museum.']"
2507,['Pietro'],['Telemundo'],"['Pietro shared the drama as a warning to parents, saying that\xa0“for children everything is real, movies are real” — even though they are in fact an “illusion,” according to Telemundo.']"
2508,['Cuomo'],['Air and Space Museum'],"['“I feel a grave responsibility to our frontline workers, our essential workers who understood the dangers of this COVID virus, but went to work anyway, because we needed them to,” said Cuomo in a somber press briefing at the Intrepid Sea, Air and Space Museum on Manhattan’s West Side.']"
2509,['David Lee'],['NYCFC'],"['“The safety procedures we implement will be extensive and will fully comply with social distancing procedures from the moment the players and the essential staff arrive to when they leave,” NYCFC sporting Director David Lee said in a statement.']"
2510,['Zhao Lijian'],['“Entity List'],"['Washington “violated the basic norms governing international relations” by adding organizations to its “Entity List” restricting American companies from doing business with them, Chinese foreign ministry spokesman Zhao Lijian said at a news conference.']"
2511,['Richard Vigne'],"['COVID-19', 'Ol Pejeta Conservancy']","['“It has been disrupted by COVID-19, like everything else,” said Richard Vigne, managing director of Ol Pejeta Conservancy in Kenya, home of the two remaining rhinos.']"
2512,['Galli'],['The Ol Pejeta Conservancy'],"['The Ol Pejeta Conservancy also is home to primates — non-human primates — which are susceptible to the coronavirus, Galli said.']"
2513,['Robert O’Brien'],['the Chinese Communist Party'],"['Robert O’Brien said the Chinese Communist Party is poised to restrict Hong Kong’s autonomy, established when the former British colony was returned to China in 1997.']"
2514,['O’Brien'],"['NBC News’', 'Meet the Press']","['“So now … it looks like with this national security law, they’re going to basically take over Hong Kong,” O’Brien said on NBC News’ “Meet the Press” on Sunday.']"
2515,['Collins'],['Gorilla'],"['“We are cautiously optimistic for a full recovery,” Collins said, adding, “Over the next two weeks, we will maintain a close assessment for any signs of infection or bleeding resulting in neurological deficits.”\n\nGorilla keepers didn’t witness the fight, but officials said footage shows it occurred at 7:50 a.m. in the sleeping den.']"
2516,['Emily Miller'],"['Northwestern Medicine', 'CNN']","['“Not to paint a scary picture, but these findings worry me,” said Northwestern Medicine obstetrician Dr. Emily Miller, a co-author of the study, according to CNN.']"
2517,['Park Neung-hoo'],['the South Korean Yonhap News Agency'],"['“Over the course of tracking down patients linked to the Itaewon clubs [in Seoul], the government experienced difficulties because many of them made false statements about their personal details in the visitor logs,” South Korea’s health minister Park Neung-hoo said Sunday, according to the South Korean Yonhap News Agency.']"
2518,['Linhardt'],['Herald'],"['“The victim told detectives she did not say anything to deputies at the checkpoint about the man in the car threatening to harm her because she was scared,” Linhardt told the Herald.']"
2519,['Trump'],['White House'],"['To the best of my knowledge, here I am.”\n\nLast Monday, Trump revealed he had started taking the drug “a couple of weeks ago.”\n\nThe president said he’d received letters and calls from doctors extolling the drug’s benefits and that the White House physician consented to him taking it.']"
2520,['Tony Underwood'],"['Oak Grove Baptist Church', 'the Union County Sheriff’s Office']","['Investigators were trying to determine why the man, whose injuries didn’t appear life-threatening, interrupted the service outside Oak Grove Baptist Church in Waxhaw, North Carolina, said Deputy Tony Underwood, a spokesman for the Union County Sheriff’s Office.']"
2521,['Andrew Cuomo'],['Newsday'],"['Andrew Cuomo’s “PAUSE” order, but said no summonses were issued, Newsday reported.']"
2522,['Geraldine Hart'],['Suffolk Police'],"['That doesn’t sound like curbside pickup.”\n\nSuffolk Police Commissioner Geraldine Hart said that by the time cops responded to the bar, about 85 percent of the customers had cleared out.']"
