,Name,Org,Sentence
330,['Evans'],['HHS'],"['“We think that we’re in a good position to build … tens of thousands of units in 15 weeks,” Evans said, adding,\xa0“We’re just waiting to hear what HHS wants to do.” The crisis is going to last 18 months, partly because that is the expected development time for a vaccine, he said.']"
331,['Moira Weir'],['UWGC'],['UWGC President and CEO Moira Weir said she was proud to be part of an organization that was able to meet the needs of people who felt disconnected from their loved ones.']
332,['Max Hill QC'],['DPP'],['Director of Public Prosecutions (DPP) Max Hill QC said:\xa0“Emergency workers are more essential than ever as society comes together to tackle the coronavirus pandemic.']
333,['Duque'],"['RITM', 'VIP', 'CNN']","['“There were direct requests made to the RITM by the VIP,” Duque said in an interview on Tuesday with CNN Philippines.']"
334,['James Vaughan'],"['Plague Inc.', 'Plague Inc']","['James Vaughan, the original creator of the (literally) viral mobile app, offered a candid perspective, saying:\n\nEight years ago, I never imagined the real world would come to resemble a game of Plague Inc. or that so many players would be using Plague Inc. to help them get through an actual pandemic.']"
335,['Ndemic'],"['the World Health Organization', 'Global Outbreak Alert and Response Network']","['In addition to their donation, Ndemic said they are partnering with experts from the World Health Organization’s\xa0Global Outbreak Alert and Response Network\xa0and others to develop a free scenario for the game in which people can stop a pandemic — rather than create one.']"
336,['Richard Hatchett'],"['Ndemic Creations', 'COVID-19']","['The organization’s CEO, Dr. Richard Hatchett, said:\n\nWe are delighted that Ndemic Creations have so generously contributed to our crucial vaccine development work, especially as we tackle the unprecedented challenge of COVID-19.']"
337,['Ndemic Creations’'],['the COVID-19 Solidarity Response Fund'],"['“In this unprecedented pandemic with unprecedented needs, global cooperation is more important than ever,” she said, “I am so thankful to Ndemic Creations’ contribution to the COVID-19 Solidarity Response Fund.']"
338,['Trump'],['White House'],"['“You don’t know what the numbers are in China,” Trump said to reporters during the White House press briefing on Thursday evening.']"
339,['Trump'],"['House of Representatives', 'House']","['The bill is expected to pass the U.S. House of Representatives on Friday morning via voice vote, House leaders say, and will make its way to President Trump’s desk, where he is expected to sign it.']"
340,['Graham'],['Breitbart News'],"['But one particular part of the bill, Graham told Breitbart News, represents a potential serious threat to the economy as a whole—and he said that while he voted for the overall package, this problem needs to be fixed soon.']"
341,['Graham'],['Congress'],"['“Then I get the Congress to basically revisit this issue and take the solution and spread it around and give people 30 days to implement, and give them money to help implement it, and if they don’t they’re going to lose some of that benefit,” Graham said.']"
342,['Kata’ib'],"['Fars news agency', 'Hezbollah', 'PMU']","['Iran’s Fars news agency uncritically quoted the Kata’ib Hezbollah statement, which included threats to respond with “full force” to any U.S. move by attacking American “military, security, and economic facilities” across Iraq:\n\nIn the current difficult situation, when Iraq has mobilized all its resources to contain the spread of the coronavirus and the popular forces are busy helping the government in the battle, the PMU has been monitoring “suspicious moves by US forces and their mercenaries,” who intend to exploit the pandemic and advance certain plots in the country, the statement said.']"
343,['Kata’ib'],['Hezbollah'],"['Kata’ib Hezbollah also warned against the dangerous consequences of such a raid, saying it would worsen the health crisis in Iraq and bring about a humanitarian and social disaster there.']"
344,['Guaidó'],['Guaidó'],"['At the time, 63.8 percent said they did not “believe, trust and support” Guaidó, down from 68.5 percent saying they did not trust Guaidó in December.']"
345,['Boris Johnson'],['Dyson'],['Dyson said the company designed and built a ventilator called the “CoVent” after receiving an order from UK Prime Minister Boris Johnson ten days ago.']
346,['McCarthy'],['House'],"['“A few minutes ago, the speaker stood at this podium and claimed that House Democrats did what she called a jiu-jitsu to change the bill,” McCarthy said during a press conference on Wednesday.']"
347,['Pimentel'],"['MMC', 'the Research Institute for Tropical Medicine', 'MMC']","['He said he arrived at MMC around 6 p.m. and later received a call from the Research Institute for Tropical Medicine, which processed his test, at around 9 p.m.. Pimentel said he informed the doctor attending to his wife that he had tested positive, and left the hospital immediately after, denying rumors he had lingered on MMC premises despite his positive status.']"
348,['Scarborough'],['Boeing'],"['“It is the weakest among us, it is senior citizens who they’re ready to euthanize because they want Boeing’s corporate earnings to not dip too low,” Scarborough said on Thursday’s edition of Morning Joe.']"
349,['Alana Mastrangelo'],['Instagram'],"['“I can only say that I am personally worried.”\n\nYou can follow\xa0Alana Mastrangelo on Twitter at @ARmastrangelo, and on Instagram.']"
350,['Daniel Nigro'],['FDNY'],['FDNY commissioner Daniel Nigro says calls to 911 have spiked about 50 percent amid the coronavirus pandemic.']
351,['Birx'],['Fox News'],"['“Probably by today, we will have done more tests than South Korea did in eight weeks, in the last eight days,” Dr. Birx said during a Fox News town hall this week.']"
352,['Blackburn'],['the United States Army'],"['They erroneously blamed it on the United States Army.”\n\n“We should hold them to account for what they have caused — that created a global pandemic and destabilized the health and the financial systems and the food supply of people all over the globe,” Blackburn said.']"
353,['Antonio Corrado'],"['MainStreaming', 'Telecom Italia']","['Antonio Corrado, the chief executive of\xa0MainStreaming, says: “Telecom Italia has seen a 90% increase in traffic alone since the lockdown was put into place, driven by people trying to work from home.']"
354,['Randolph Marshall Hollerith'],['Washington National Cathedral'],"['Randolph Marshall Hollerith, dean of Washington National Cathedral said in a statement.']"
355,['Kevin McCarthy'],"['House', 'R-CA', 'House', 'Senate']","['Thursday, House Minority Leader Kevin McCarthy (R-CA) predicted the House would pass the coronavirus relief legislation passed by the Senate a night earlier, but he said it would come with debate first.']"
356,['Larson'],['Oxford MS'],"['“Thank you Oxford MS police department for your dedication and service to our community,” Larson’s post said.']"
357,['Pompeo'],['the Chinese Communist Party'],"['“My concern is that this cover-up, this disinformation that the Chinese Communist Party is engaged in, is still denying the world the information it needs so that we can prevent further cases or something like this from recurring again,” Pompeo said this week.']"
358,['Sanders'],['DNC'],"['While organizers are going over contingency plans due to the coronavirus, the DNC said the July convention is still slated to proceed as planned in July, but only time will tell if Sanders will soldier on until the very end.']"
359,['Emily Farris'],"['Texas Christian University', 'Breitbart News']","['They need your support, not your moralizing and sanctimoniousness.”\n\n“If you are recording a lecture on anything controversial, be prepared for right wing sites to ask students to share it,” said Texas Christian University associate professor Emily Farris, reported Breitbart News on Monday.']"
360,['Wang Wei'],"['Tongji hospital', 'CCTV']","['The president of Tongji hospital, Wang Wei, said in an interview with CCTV that of the 147 recovered patients they observed, just three have tested positive for the virus following recovery.']"
361,['Wang'],['The South China Morning Post'],"['“So far there is no evidence to suggest that they are infectious,” said Wang, according to The South China Morning Post.']"
362,['Anders Fogh Rasmussen'],['NATO'],['Former NATO Secretary-General Anders Fogh Rasmussen said last week that lives around the world could have been saved if the global health community had paid closer attention to Taiwan’s warnings and advice.']
363,['McCaul'],"['WHO', 'CCP']","['McCaul said WHO is a victim of the CCP’s “shadow campaign to gain and wield influence at the United Nations.”\n\n“Now, hundreds of thousands are sick, and thousands have died.']"
364,['Le Pen'],['EU'],"['This is exactly what has happened in Europe.”\n\nCommenting on the aftermath of the outbreak, Le Pen said the EU would “learn nothing from it” but that the member-states themselves will take away the need to be more strategic and not put as much faith in globalism during a crisis.']"
365,['An Imam'],['Hamas'],['TEL AVIV – An Imam in Gaza said in a sermon broadcast on Hamas TV that coronavirus is a “soldier of Allah (God)” sent to harm Western countries while not affecting Palestinians and Muslims.']
366,['Imam Jamil Al-Mutawa'],"['the Middle East Media Research Institute', 'MEMRI']",['A clip published by the Middle East Media Research Institute (MEMRI) shows Gazan Imam Jamil Al-Mutawa saying the virus was part of God’s revenge for the U.S. peace plan\xa0for solving the Israeli-Palestinian conflict.']
367,['Garcetti'],"['Business Insider', 'Insider']","['In an interview with Business Insider, the second-term mayor sounded a fatalistic note:\n\nIn an interview with Insider, Garcetti pushed back against “premature optimism” in the face of the COVID-19 pandemic, saying leaders who suggest we are on the verge of business as usual are putting lives at risk.']"
368,['Mitch McConnell'],"['Senate', 'R-KY', 'Senate']",['Senate Majority Leader Mitch McConnell (R-KY) said on the Senate floor before the vote that the chamber “will stay nimble” to combat the coronavirus.']
369,['Joni Ernst'],"['R-IA', 'Senate']","['Sen. Joni Ernst (R-IA) said in a statement after the bill passed through the Senate:\n\nAs this COVID-19 pandemic has evolved, I’ve continued to listen to Iowans from all sectors of our economy, and there has been one resounding message: we need relief, and we need it now.']"
371,['Donald Trump'],['the Kennedy Center for the Arts'],"['President Donald Trump admitted that including a $25 million bailout for the Kennedy Center for the Arts in Washington, DC,\xa0 was a “lousy soundbite” politically, but said he was fine with it.']"
372,['Trump'],['Center'],"['Trump said that Democrats approached Republicans with a request for $35 million for the Center, but they cut it down to $25 million.']"
374,['Sorbo'],['Home School Advocate'],"['Sorbo, the author of They’re Your Kids: An Inspirational Journey from Self-Doubter to Home School Advocate\xa0said she is actually “optimistic” that families who are coming to home education accidentally will find it is the better means to educate children:\n\nI’m optimistic that families will discover the joys of home education because I think that, when we see public schools not sending curriculum out, not sending stuff to the families, literally just cutting them loose, and saying, “You’re on your own for the next several weeks, ‘til we figure out what we’re going to do,” … I’m hoping that causes some suspicion in the family.']"
375,['Sorbo'],['Heritage'],"['During her presentation in the Heritage webinar, Sorbo said she used the word “self-doubter” in the subtitle of her book because, initially, she felt as if she could not educate her children at home.']"
376,['McConnell'],['Senate'],"['“Today, the Senate will act to help the people of this country weather this storm,” McConnell said.']"
377,['Fauci'],"['the National Institute of Allergy and Infectious Diseases', 'White House']","['Health officials need to assess how widespread the disease is in areas of the U.S. that have not experienced significant numbers of cases, said Fauci, the head of the National Institute of Allergy and Infectious Diseases and a member of the White House’s coronavirus task force.']"
378,['Robert Levinson'],['FBI'],"['The family of Robert Levinson, the former FBI agent who disappeared in Iran in 2007 and has been held illegally by the regime since then despite numerous pleas for his release, said on Wednesday\xa0that U.S. officials believe he “died while in Iranian custody,” sometime prior to the deadly outbreak of the Wuhan coronavirus in Iran.']"
379,['Jarvis'],['Bed Beacon'],"['“We’re really shocked by how much attention we’re getting and how much movement we’re getting.”\n\n“I’m hopeful that this is on the horizon for America,” said Jarvis of the possibility of widespread utilization of Bed Beacon.']"
380,['Frank Gaffney'],"['the Center for Security Policy', 'the Chinese Communist Party']","['Frank Gaffney, executive chairman and founder of the Center for Security Policy, said, “We’re not being told the truth by the Chinese Communist Party,” referring to China’s claims regarding the status of the coronavirus outbreak within its borders.']"
381,['Marlow'],['the Chinese Communist Party'],"['We’ll have to wait and see, but it’s an interesting and frightening indication that again, we’re not being told the truth by the Chinese Communist Party.”\n\n“It seems like the United States media are praising China for having a quick and robust response to [the coronavirus outbreak],” said Marlow, highlighting American news media outlets’ forwarding of Chinese state claims as accurate.']"
382,['Blackburn'],['Senate'],"['“I encourage my colleagues to support the bipartisan Securing America’s Medicine Cabinet Act,” Blackburn said in a floor speech on Wednesday, as the Senate discussed the coronavirus relief bill.']"
383,['Cody Lee Pfister'],['Walmart'],"['Authorities charged\xa0Cody Lee Pfister, 26, after they found what they said was a video of a man licking the items in the Walmart store.']"
384,['Pfister'],"['Police Department', 'Corona Virus’', 'Walmart', 'The Warren County Prosecuting Attorney’s Office', 'the St. Louis Post-Dispatch']","['The City of Warrenton, Missouri’s, Police Department released a statement Monday that said “a local resident\xa0who took a video of themselves licking the merchandise after making a ‘Corona Virus’ statement at Walmart and posting it to social media has been taken into custody.”\n\nThe Warren County Prosecuting Attorney’s Office then charged Pfister with making a terrorist threat in the second degree, the St. Louis Post-Dispatch reported.']"
385,['Gingrich'],"['Breitbart News', 'Huawei']","['In a statement to Breitbart News, Gingrich said “People have completely reversed the meaning of my tweet I am deeply opposed\xa0to Huawei and have spent the last year and a half trying to get an effective\xa0us policy on 5G and we still don’t have one.”\n\n“Huawei is an enormous threat to our national security, said the former Speaker.']"
386,['António Guterres'],"['UN', 'COVID19']",['UN Secretary-General António Guterres said ‘it is shameful to see increasing acts of racial discrimination and prejudice as we fight the COVID19 pandemic’ and ‘we must always fight racism and prejudice’.']
387,['Mark Cuban'],['Dallas Mavericks'],"['Wednesday on ABCs “The View,” Dallas Mavericks owner and billionaire investor Mark Cuban said he would publicly spank his children if they did not practice social distancing during the coronavirus pandemic.']"
388,['Stephanie Etchison'],"['Twitter', 'the Noblesville Police Department']","['On Twitter on Sunday, 2nd-grade teacher Stephanie Etchison shared photos of her own vehicle and the notes written on it, which said things like, “You are Amazing Kids”:\n\nDespite the rainy weather, Officers with the Noblesville Police Department escorted the teachers and staff through their students’ neighborhoods while they stood outside their homes and waved as the cars passed by.']"
389,['Rob Lugo'],['North Elementary School'],['North Elementary School Principal\xa0Rob Lugo said even a few of the school’s maintenance team members joined in the parade.']
390,['Miozzo'],"['Civil Protection', 'Il Giornale']","['“We are in a phase of apparent stabilization,” said Miozzo during Wednesday’s Civil Protection press conference, according to Il Giornale.']"
391,['Putin'],['Rossiya 24'],"['“I watched them [the hospital staff] working, all of them are on duty,” Putin said following his inspection, according to Rossiya 24 television.']"
392,['Michel Olivier Lacharité'],"['Ministry of Health', 'MSF']","['“Ministry of Health officials said that the country does not need additional treatment capacity for the management of severe cases.”\n\nThe organization noted the prodigious amount of aid that it had already sent to Iran over the weekend:\n\n“We are deeply surprised to learn that the approval for the deployment of our treatment unit has been revoked,” Michel Olivier Lacharité, manager of the MSF emergency programmes in Paris, said.']"
393,['Kianoush Jahanpour'],"['Health Ministry', 'MSF']","['“We are grateful for their help and their intention to aid our people, but we have over 10,000 hospital beds and 10,000 more post-hospital care beds, most of which are more than what we need right now; as such, a 48-bed hospital will not do much for us at the moment,” Health Ministry spokesman Kianoush\xa0Jahanpour said on Tuesday, addressing MSF.']"
394,['Jahanpour'],"['the Iranian Health Ministry', 'Fars News Agency']","['“They did not have notified the Iranian Health Ministry beforehand, and apparently, the talks on the issue had taken place somewhere else and it was presented to us as a fait accompli,” Iran’s Fars News Agency quoted Jahanpour as saying.']"
395,['Rouhani'],"['Doctors Without Borders', 'Radio Farda']","['“However, the Governor General of Isfahan, also an employee of Rouhani, disclosed that it is the Health Minister who says Doctors Without Borders should leave Iran,” Radio Farda noted.']"
396,['Dede Laugesen'],"['Save the Persecuted Christians', 'STPC']","['“When the world deals with a crisis such as this — the coronavirus pandemic — religious freedom is often affected first, especially in countries that are closed off to Christianity,” said Dede Laugesen, Executive Director of Save the Persecuted Christians (STPC), in an article published Tuesday.']"
397,['Te'],['Rappler'],"['Speaking to Philippine news outlet Rappler on Tuesday, Te says that it “would be void,” as no Philippine law that punishes – or even defines – “fake news” exists.']"
398,['Nancy Pelosi'],"['GOP', 'House', 'D-CA']","['The bipartisan teamwork, many GOP lawmakers say, blew up after House Speaker Nancy Pelosi (D-CA) flew into D.C. on Sunday.']"
399,['Verma'],['Skype'],"['Many healthcare providers were doing this telehealth before, others were not, and that’s why when we put out this announcement, we said you don’t need any special equipment, we’re going to relax some of the rules and regulations so that doctors can just use Facetime, they can just use Skype, they can be able to communicate with their patients.”\n\nVerma also urged Americans to help join the cause to prevent the spread of the coronavirus.']"
400,['Verma'],"['the Food and Drug Administration', 'FDA']","['Verma said that there are many potential treatments of coronavirus; although, the Food and Drug Administration (FDA) should ensure that any possible treatments are safe and effective against the coronavirus.']"
401,['Cuomo'],"['NYU Grossman School of Medicine', 'NYU', 'the New York State Department of Education, Middle States', 'the Liaison Committee on Medical Education', 'LCME', 'Malenczak']","['“In response to the growing spread of COVID-19, and in response to Governor Cuomo’s directive to get more physicians into the health system more quickly, NYU Grossman School of Medicine and NYU have agreed to permit early graduation for its medical students, pending approval from the New York State Department of Education, Middle States, and the Liaison Committee on Medical Education (LCME),” Malenczak said.']"
402,['Aja Worthy-Davis'],"['the New York City Office of the Chief Medical Examiner', 'OCME']","['Aja Worthy-Davis, a spokesperson for the New York City Office of the Chief Medical Examiner (OCME), said concerns about morgue capacity may be unfounded.']"
403,['Andrew Cuomo'],"['D)', 'Big Apple']","['Andrew Cuomo (D) said Big Apple officials are considering closing some streets, along with\xa0parks and playgrounds to contain the coronavirus outbreak.']"
404,['Nancy Pelosi'],"['House', 'D-CA']","['House Speaker Nancy Pelosi (D-CA) said in a statement,\xa0“This bipartisan legislation takes us a long way down the road in meeting the needs of the American people.']"
405,['Anthony Fauci'],"['The Answer Radio', 'the National Institute of Allergy and Infectious Diseases']","['Appearing Tuesday on\xa0Philadelphia’s AM 990 The Answer Radio,\xa0Dr. Anthony\xa0Fauci, director of the National Institute of Allergy and Infectious Diseases, said he would certainly prescribe\xa0Chloroquine to coronavirus-stricken patients in the wake of testimonies stating it could treat the deadly disease.']"
406,['Pence'],"['Ford Motor Company', 'McDonalds', 'Big Mac']","['“The president mentioned Ford Motor Company working to expand production of medical supplies.”\n\n“We heard that McDonalds is now offering curbs delivery to truckers who are unable to use the drive-through to pick up a Big Mac,” Pence said.']"
407,['Michael Gove'],"['the Duchy of Lancaster', 'Sky News', 'NHS']","['The guidance explained: “Not taking these steps puts additional pressure on communities and services that are already at risk.”\n\nChancellor of the Duchy of Lancaster Michael Gove gave a stern warning to second-home owners on Sky News on Tuesday, saying\xa0in no uncertain terms should they be risking “spreading the virus across the country and nor should they risk putting a strain on the NHS in other parts of the country.']"
408,['Fergus Ewing'],"['MSP', 'Nairn']","['Fergus Ewing, tourism secretary and\xa0 MSP for Inverness and Nairn, said:\xa0“I am furious at the reckless and irresponsible behaviour of some people travelling to the Highland and Islands.']"
409,['Philippe De Backer'],['State'],"['Belgian\xa0Secretary of State\xa0Philippe De Backer promised a fresh supply of 14 million surgical masks and 1.2 million FFP2 masks on Sunday, saying they would arrive at some point during the week.']"
410,['Sisolak'],"['COVID-19', 'the Pharmacy Board']","['“The best way to prevent the spread of COVID-19 is to stay home for Nevada, not to stockpile these drugs.”\n\nSisolak said he signed the emergency order after receiving a request from the Pharmacy Board, which claims the effectiveness of these drugs to treat the Chinese virus has “not been established,” and that “an emergency exists due to the hoarding and stockpiling” of these antimalaria drugs: chloroquine and hydroxychloroquine.']"
411,['Thomas B. Modly'],['Navy'],"['Evacuation of the three has been completed and all those they had come into contact with on the vessel, which has more than 5,000 personnel on board, have been quarantined, Acting Navy Secretary Thomas B. Modly said.']"
412,['Mike Gilday'],['DoD'],['Chief of Naval Operations Adm. Mike Gilday declined to say where the carrier was now or what DoD hospital the sailors were flown to.']
413,['Gilday'],['USNI News'],"['So I don’t have a better answer for you other than to say we’re on it,” Gilday told USNI News during a question and answer session.']"
414,['Pompeo'],['Washington Watch'],"['Speaking during an exchange with the Washington Watch radio program, Pompeo repeated previous charges Beijing’s delay in sharing information about the virus had created risks to the global community and this had “truly put thousands of lives at risk.”\n\nHe said China’s handling of the crisis exemplified the single-party Communist state’s authoritarian and nationalist tendencies.']"
415,['Pompeo'],['the U.S. Army'],"['“They’re talking about it coming from the U.S. Army and they’re saying maybe it began in Italy, all things to deflect responsibility.”\n\nThis is not the first time Pompeo has publicly decried China’s response to the epidemic and accused the communists of being economical with the truth.']"
416,['Francis'],"['the Wall Street Journal', 'ACOG']","['The abortion industry says abortions are “business as usual” during the pandemic:\n\nIn an op-ed at the Wall Street Journal, however, Francis wrote ACOG “routinely puts politics ahead of medicine by adopting the most extreme positions on abortion.”\n\nIt has lobbied and briefed against parental notification of minors and informed-consent laws, and in favor of taxpayer-funded abortion.']"
417,['Stefanik'],"['the House Armed Services and Intelligence Committees', 'the Chinese Communist Party']","['Stefanik, a member of the House Armed Services and Intelligence Committees, said in a statement:\n\nSince day one, the Chinese Communist Party intentionally lied to the world about the origin of this pandemic.']"
418,['Trump'],['Fox News'],"['“I would love to aim it right at Easter Sunday so we’re open for church services on Easter Sunday, that would be a beautiful thing,” Trump said on Tuesday afternoon in a Fox News interview.']"
419,['Tim Cook'],['Apple'],['Apple CEO Tim Cook recently said his company will donate millions of face masks to the U.S. and Europe.']
420,['Larry Kudlow'],['White House'],"['The coronavirus economic rescue package expected to be approved by lawmakers shortly will amount to $6 trillion, White House economic adviser Larry Kudlow said Tuesday evening.']"
421,['Kudlow'],"['Congress', 'Congress', 'Treasury']","['Kudlow said the package Congress is close to passing will be “the single largest Main Street assistance program in the history of the United States.”\n\nFunds appropriated by Congress will likely be funded by borrowing by the U.S. Treasury, as no offsetting spending cuts or tax hikes are being considered.']"
422,['Efraín Chambi'],['MAS'],"['“At this time, all Bolivians have a duty and obligation to accompany and, consciously, abide by the measures [issued] such as staying at home, which is one of the mandatory measures we have to commit to,” Senator Efraín Chambi, the head of the MAS party, said in a statement this weekend.']"
423,['Mitch McConnell'],"['Senate', 'Senate', 'R-KY']","['“In response to the coronavirus, I was proud to lead bipartisan efforts as Senate Majority Leader to deliver urgent funding for community health centers nationwide, including $1.6 million to Kentucky,” Senate Majority Leader Mitch McConnell (R-KY) said in a statement.“Community health centers are an essential resource for quality, primary care in many rural areas of Kentucky.']"
424,['Kathy Miller'],['Tribune'],"['Reproductive health care is essential, president Kathy Miller said,” the Tribune reported.']"
425,['John Seago'],"['Texas Right to Life', 'Tribune']","['John Seago, legislative director for Texas Right to Life, said in the Tribune report that the abortion industry needs to focus on supporting essential healthcare providers at a critical time for the state.']"
426,['Trump'],['Priorities USA'],"['As part of this plan, Priorities USA has said it intends to spend upward of $150 million against Trump in states like Michigan and Wisconsin.']"
427,['Tara McGowan'],"['ACRONYM', 'anti-Trump']","['Tara McGowan, the founder of ACRONYM, said it’s imperative that Democratic groups push anti-Trump messaging while Democratic presidential contenders remain positive during the pandemic.']"
428,['Donald Trump'],['Harris'],['A Harris poll released on Monday found a majority of the American people believe the Chinese government is to blame for unleashing the Wuhan coronavirus upon the world and support President Donald Trump referring to the disease as the “China Virus.”\n\nThe poll said 55 percent believe China is to blame for the virus versus 45 percent who did not agree.']
429,['Romney'],['Congress'],['And I don’t even know which hospital you go to.”\n\nRomney said he will miss a vote expected Tuesday evening on Congress’s rescue package designed to alleviate Americans’ financial strain caused by the coronavirus outbreak.']
430,['Pence'],['the White House Coronavirus Task Force'],"['Pence said, [relevant remarks begin around 8:00] “I can tell you that at no point has the White House Coronavirus Task Force discussed what some people call a nationwide lockdown, or, as you described as, a stay at home order.']"
431,['Tucker Carlson'],['Fox News'],['Fox News’s Tucker Carlson says Democrats are seeking a bailout for foreign visa workers in the United States during “the most profound employment crisis of our lifetime” because of the Chinese coronavirus.']
432,['Carlson'],['House'],"['“The House version of the bill includes special provisions, for real, to protect foreign nationals working here in the U.S.,” Carlson said.']"
433,['Jackson'],['Breitbart News'],"['She said:\n\nIn contrast, Jackson told Breitbart News in a statement that capping consumer lending rates would cut off access to credit, especially for Americans with lower credit ratings.']"
434,['Borrelli'],['La Reppublica'],"['“Some speculate more [are\xa0asymptomatic], some less,” said Borrelli in an interview with\xa0La Reppublica.']"
435,['Steve Scalise'],"['R-LA)', 'Breitbart News Daily']","['“In the bill that we are — at least that we were working on in a bipartisan way — there’s the ability for the big regulators to give relief to our local banks so that they can, for example, give forbearance,” Rep. Steve Scalise (R-LA) said during a Tuesday appearance on Breitbart News Daily.']"
436,['Trump'],"['FDA', 'Azar']","['“This is an example of President Trump’s longstanding commitment to patients in distress have access to even experimental therapies as long as they go in with their eyes open that there are risks with unproven therapies that have not been established as safe for use by the FDA,” Azar said.']"
437,['Haskell'],['PIN'],"['This is when police said Haskell tied the woman up, binding her wrists and ankles, and demanded that she give him her cash money, credit cards, and the PIN numbers for the cards.']"
438,['Hinojosa'],['Politico'],"['“There are no plans to cancel the convention and we are not considering a rules change at this time,” Hinojosa said, according to Politico.']"
439,['Katie Peters'],['DNC'],['Convention spokeswoman Katie Peters acknowledged the unprecedented challenge of the coronavirus and the impact it could have on the convention but did not say that the DNC is changing plans — at least not yet.']
440,['Peters'],['the New York Times'],"['“As we navigate the unprecedented challenge of responding to the coronavirus, we’re exploring a range of contingency options to ensure we can deliver a successful convention without unnecessary risk to public health,” Peters said, according to the New York Times.']"
441,['Donald Trump'],['Fox News'],['President Donald Trump said during a Fox News town hall on Tuesday that he wanted to get the economy reopened by Easter.']
442,['Deborah Birx'],['the Centers for Disease Control'],"['Dr. Deborah Birx said during the town hall that she would continue looking at the data, and urged Americans to continue following the restrictions set by the Centers for Disease Control.']"
443,['Hughes'],['Crimestoppers'],"['Inspector Hughes said the force was “ determined to find those responsible for this crime,” and that he was “appeal[ing] to anyone with information or who may be able to assist us with dash-cam footage to come forward as soon as possible.”\n\nOfficers urging anyone who might have information to contact them directly on\xa0 0161 856 6086 or, alternatively, the Crimestoppers anonymous hotline, on 0800 555 111.']"
444,['Margarita Robles'],['Defense'],"['Defense Minister Margarita Robles said the elderly were “completely left to fend for themselves, or even dead, in their beds.” She said the discovery included several nursing homes and several bodies but did not give exact locations for the nursing homes or exactly how many bodies were found.']"
445,['Donald Trump'],['the Food and Drug Administration'],"['Last week, President Donald Trump ordered the Food and Drug Administration to begin clinical testing of hydroxychloroquine and the closely related drug chloroquine, which he said looks promising as a possible solution to the Chinese virus.']"
446,['Phil Prosser'],"['the British Army', 'NHS']","['“But this is more than just delivering masks — this is a demonstration the British Army is standing side by side with the NHS,”\xa0Brigadier Phil Prosser said.']"
447,['Richard Hobday'],['Medium'],"['An essay published by Dr. Richard Hobday on Medium earlier this month argues that the lesson of the influenza pandemic of the early 20th century is that patients do best when treated outdoors, in the presence of sunshine and fresh air.']"
448,['Stuart Emmrich'],"['Vogue', 'the Hollywood Reporter']","['“It seemed\xa0the perfect time to launch this project,” said Vogue‘s online editor Stuart Emmrich, according to the Hollywood Reporter.']"
449,['Trump'],"['ABC News', 'Axios', 'Hill-Harris']","['A recent ABC News poll has the president at 55 percent approval; Axios has him at 56 percent, and by a wide margin of 61 percent to 39 percent, a Hill-Harris survey reveals that Americans say the Trump administration is taking strong enough action against the Wuhan virus.']"
450,['Burr'],['the Senate Ethics Committee'],"['“I relied solely on public news reports to guide my decision regarding the sale of stocks on February 13,” Burr said, urging the Senate Ethics Committee to launch an investigation into the sale.']"
451,['Chung Sye-kyun'],['the Central Disaster Safety Countermeasures Headquarters'],"['People should not regard the government’s administrative orders as a bluff.”\n\n“There can’t be tolerance anymore when it comes to acts that impede the government’s quarantine efforts and do harm to our community,” South Korean Prime Minister Chung Sye-kyun said during a session of the Central Disaster Safety Countermeasures Headquarters on Sunday.']"
452,['Ivan Menezes'],"['Diageo', 'ITV']","['“Healthcare workers are at the forefront of fighting this pandemic and we are determined to do what we can to help protect them,” said Diageo CEO Ivan Menezes per ITV.']"
453,['Guterres'],['G20'],"['“We need a much stronger coordination,” said Guterres, adding he had written to the world’s 20 largest economies (G20) and would join their virtual meeting later this week.']"
454,['Davi'],['Twitter'],['Davi said in his Twitter video that private businesses form the backbone of the U.S. economy.']
455,['Marie Larson'],['the American Workers Coalition'],"['American graduates “must act now to ensure the huge pending layoffs are imposed on Indian H-1Bs instead of on Americans,” said Marie Larson, a co-founder of the American Workers Coalition.']"
456,['Ron Hira'],['Howard University'],"['“There’s plenty of evidence that Indian managers will be reluctant to fire fellow Indians,” said Ron Hira, an expert on the outsourcing industry and an\xa0associate professor at Howard University.']"
457,['John Miano'],['the Immigration Reform Law Institute'],"['Gather evidence … collect documents,” said John Miano, a lawyer at the Immigration Reform Law Institute.']"
458,['Larson'],['Congress'],"['“It is tougher to prove,” he said, adding, “It ain’t what you know, it is what you can prove.”\n\nAmericans also need to lobby Congress and get media attention before they are fired, Larson said.']"
459,['Lynn'],"['Congress', 'H-1B', 'the American Workers Coalition', 'U.S. TechWorkers', 'ProUSworkers']","['But the Indian groups already organize themselves to fight in Congress for jobs, she said:\n\n“The Indians are a group of groups, they look out for themselves,” said Lynn, adding:\n\nOver the last two years, American professionals have organized to lobby against the H-1B program via the\xa0American Workers Coalition,\xa0U.S. TechWorkers, and\xa0ProUSworkers.']"
460,['Catherine Glenn Foster'],"['Breitbart News', 'Americans United for Life', 'COVID-19']","['In a statement sent to Breitbart News, Catherine Glenn Foster, president and CEO of Americans United for Life, said:\n\nCOVID-19 and the national crisis it has prompted remind us of so many truths the abortion lobby would rather we forget.']"
