,Name,Org,Sentence
1834,['Pence'],['White House'],"['""Given the unique position that I have as vice president and as the leader of the White House coronavirus task force, both I and my wife will be tested for the coronavirus later this afternoon,"" Pence said during a news conference at the White House.']"
1835,['Salome Zourabichvili'],['Twitter'],"['The country of Georgia has declared a nationwide state of emergency over the coronavirus pandemic, President Salome Zourabichvili said in a statement on Twitter Saturday.']"
1838,['David Hill'],['the American Lung Association'],"['Staffing shortages will likely come even before equipment starts to run out, said Dr. David Hill, a pulmonary critical care physician and a spokesman for the American Lung Association.']"
1840,['Brad Raffensperger'],['State'],"['To combat a possible shortage, Georgia officials are moving to expedite licensing for nursing professionals who come in from other states to help stem the spread of the virus, Secretary of State Brad Raffensperger said.']"
1841,['Ellen Weintraub'],['the Federal Election Commission'],"['Ellen Weintraub, one of three current members of the Federal Election Commission and its former chairwoman, said this week that voting by mail is a ""necessary and urgent"" step in the face of the pandemic.']"
1842,['Weintraub'],"['Congress', 'White House']","['""As Congress and the White House race to save American lives and preserve America\'s economy, they must also act swiftly to protect America\'s democracy,"" Weintraub said in a statement Thursday.']"
1843,['Josh Silver'],"['RepresentUs', 'CNN']","['Right now we are trying to mitigate the surge that will overrun the medical industry, the hospitals, but we know that this virus is going to be around for many months,"" said Josh Silver, Director and co-founder of RepresentUs told CNN.']"
1844,['Benjamin'],"['HPS', 'Harvard Medical School']","['""Even if we had everyone donate all of these to their local hospital, we would still have a shortage,"" Benjamin said, also an associate professor at both HPS and Harvard Medical School.']"
1845,['Spears'],['Instagram'],"['The pop star announced Friday in an Instagram video that she\'ll pick three fans whom she\'ll help buy much-needed items as communities face home isolation, supply shortages and mounting unemployment\n\n""Our world is going through such hard times right now,"" Spears said in the video.']"
1846,['Oren Barzilay'],"['Covid-19', 'FDNY']","[""They are now expected to continue working after exposure to patients who have tested positive for Covid-19, as long as they aren't showing symptoms of the virus, said Oren Barzilay, the president of the union that represents EMTs, paramedics and fire inspectors in the FDNY.""]"
1847,['Long'],['FDNY'],"[""Long said that FDNY workers could continue to work as long as they don't have symptoms.""]"
1848,['Barzilay'],['EMS'],"[""But EMS workers present a unique problem over other health care workers who are based in hospitals and clinics, they often are coming into people's homes, Barzilay said, adding that they often respond to calls from the elderly or immunocompromised.""]"
1849,['Ed Bastian'],['Delta'],"['""We also will be accelerating retirements of older aircraft like our MD-88/90s and some of our 767s,"" the airline\'s chief, Ed Bastian, said in a memo to Delta employees.']"
1853,['Michael Pachter'],['Wedbush'],"['Michael Pachter, an analyst at private financial services firm Wedbush, said he anticipated ""Animal Crossing: New Horizons"" could hit 10 million in lifetime sales, while ""Doom Eternal"" could potentially trail behind at 6 million.']"
1854,['Bill Trinen'],['Nintendo'],"['""I\'m sure you\'ve seen comments from fans of both games online — there\'s a shared sense of excitement among fans of both series,"" said Bill Trinen, senior director of product marketing at Nintendo.']"
1855,"[""Rogers'""]",['Twitter'],"[""The artist's family announced his passing on Rogers' verified Twitter account, saying he died Friday night from natural causes under the care of hospice and surrounded by family.""]"
1856,['Flaherty'],['VP'],"['""People are like, \'OK, all this stuff\'s going on in Washington,\' and they view the VP as this kind of voice of reason -- calm and understanding,"" Flaherty said.']"
1857,['pro-Joe Biden'],"['PAC Unite the Country', 'PAC']","[""A strategist connected to the pro-Joe Biden super PAC Unite the Country says it received a $25,000 check Thursday and a $100,000 check Wednesday -- and that so far, the super PAC hasn't seen any donors back away from commitments amid the coronavirus pandemic.""]"
1858,['Vladimir Putin'],['CNN'],"['Moscow (CNN) Russian President Vladimir Putin said this week his country managed to stop the mass spread of coronavirus -- and that the situation was ""under control,"" thanks to early and aggressive measures to keep more people from getting the disease .']"
1859,['Melita Vujnovic'],"['WHO', ""the World Health Organization's"", 'CNN']","['""The director-general of WHO said \'test, test, test,\'"" Dr. Melita Vujnovic, the World Health Organization\'s representative in Russia, told CNN Thursday.']"
1860,['Vasilyeva'],['CNN'],"['""You see they said the first coronavirus patient that died, that the cause of death was thrombosis,"" Vasilyeva told CNN.']"
1861,['Jo Ann Davidson'],['House of Representatives'],"['""He understands the structure of government within a state, where you can make a difference, where you can\'t make a difference, how to handle it, who to give the authority to,"" said Jo Ann Davidson, the former Speaker of the Ohio House of Representatives.']"
1862,['Matt Borges'],['the Republican Party of Ohio'],"['\'You\'ve been there too long; You\'re part of the problem,\'"" said Matt Borges, the former chairman of the Republican Party of Ohio.']"
1863,['DeWine'],['CNN'],"['Another week is too late,"" DeWine said in a March 13 interview on CNN\'s ""New Day.""']"
1864,['Anthony Fauci'],['National Institute of Allergy and Infectious Diseases'],"['Asked Friday whether the US can currently meet demand for tests, Dr. Anthony Fauci, director of National Institute of Allergy and Infectious Diseases, said, ""We are not there yet.""']"
1865,['Scott Becker'],['the Association of Public Health Laboratories'],"['""It gave them an inconclusive result, so the test was not valid,"" said Scott Becker, the CEO of the Association of Public Health Laboratories.']"
1866,['Konyndyk'],"['CDC', 'Agency for International Development', 'the Center for Global Development']","['""The whole diagnostic capability of the United States against this disease was hung up on one test being produced at CDC,"" said Konyndyk, formerly a director with the US Agency for International Development and now with the Center for Global Development.']"
1867,['Fauci'],['CDC'],['Fauci has said the CDC has for years followed a process of developing its own test and providing that to public health departments throughout the country.']
1868,['Alex Greninger'],"[""the University of Washington's"", 'Department of Laboratory Medicine']","[""Dr. Alex Greninger, an assistant professor at the University of Washington's Department of Laboratory Medicine and one of the letter's signatories, said the emergency-use authorization process in place in February would have taken weeks for clinical labs and others to clear.""]"
1869,['Greninger'],['FDA'],"['""You have to give credit to the FDA, they have changed their policies significantly,"" said Greninger, who added that the transmissibility of the coronavirus seemed to defy regulations previously established by the government.']"
1870,['Becker'],['the Association of Public Health Laboratories'],"['""I\'m really concerned that we are not going to have the capabilities to test those who really need and should get a test,"" said Becker of the Association of Public Health Laboratories.']"
1871,['Beth Cameron'],"['NSC', 'the Nuclear Threat Initiative']","['I think absolutely,"" said Beth Cameron, the former senior director for that NSC team, who is now with the Nuclear Threat Initiative.']"
1872,['Birx'],['White House'],"['Birx, the White House coronavirus task force coordinator, said the administration has in recent weeks cut red tape and bureaucracy to expand test capacity while upholding a quality of tests superior to those used in some other countries.']"
1873,['Rachel Macklin'],"[""The Trussell Trust's""]","['""As the coronavirus pandemic develops, more people than ever may need help from food banks across our network,"" The Trussell Trust\'s Senior Operations Manager Rachel Macklin said.']"
1874,['Steve Viscelli'],['University of Pennsylvania'],"['That\'s a huge concern,"" said Steve Viscelli, a University of Pennsylvania sociologist who studies the trucking industry.']"
1875,['Stephen Burks'],"['the University of Minnesota, Morris']","['""It makes sense that there will need to be some changes in rest and truck stop operations,"" said Stephen Burks, an economics professor at the University of Minnesota, Morris, who spent a decade driving tractor trailers before becoming an academic.']"
1876,['Jon Pertchik'],['Travel Centers of America'],"[""Jon Pertchik, CEO of Travel Centers of America, which operates more than 260 locations in the US and Canada, said there's been a drop in gasoline sales this week due to decreased car traffic.""]"
1877,['Eliza Ewing'],"['Princeton University', 'Princeton']","['Eliza Ewing, a Princeton University senior who is working on a thesis in ecology and evolutionary biology, said that at Princeton they refer to the last few months of senior year after theses are submitted as ""PTO,"" or personal time off.']"
1878,['Ewing'],['PTO'],"['""I\'ll regret never being PTO on campus,"" Ewing said.']"
1879,['Megan Simmons'],['Barnard College'],"['Megan Simmons, a Barnard College junior who had her semester abroad cut short by coronavirus, said sharing space with her parents instead of friends has been an adjustment.']"
1880,['Traynor'],"['the New York City Office of Emergency Management', 'AABR', 'PPE']","['The ""low point"" came when the New York City Office of Emergency Management told AABR that they were ""below the priority level to receive PPE,"" Traynor said.']"
1881,['Traynor'],['AABR'],"[""Hospitals would like to send six of the AABR residents being treated for coronavirus back to the group homes, but Traynor says they can't take them without enough personal protective equipment.""]"
1882,['Bill de Blasio'],['CNN'],"['(CNN) The city that never sleeps is faced with a ""brand new reality,"" Mayor Bill de Blasio said.']"
1883,"[""Rogers'""]",['Twitter'],"[""The artist's family announced his death on Rogers' verified Twitter account, saying he died Friday night from natural causes under the care of hospice and surrounded by family.""]"
1884,['Kenny Rogers'],"['Country Music', ""Country Music's"", 'the Country Music Association']","['""Country Music has lost the great Kenny Rogers, who has forever left a mark on Country Music\'s history,"" the Country Music Association said in a statement.']"
1885,['Marta Lucía Ramírez'],['Twitter'],"['Vice President Marta Lucía Ramírez said Saturday on her official Twitter account that Colombia has received 50,000 test kits from South Korea that can deliver results in about four hours.']"
1886,['Ron Ernst'],['the Pacific Princess'],"['On board the Pacific Princess, Ron Ernst says passenger moods fluctuated.']"
1887,['Vaile Wright'],['the American Psychological Association'],"[""Dr. Vaile Wright, director of clinical research and quality at the American Psychological Association, says there's more benefits to social activities than just busting boredom, especially when you're cooped up for long periods of time.""]"
1888,['Danielle Ompad'],"[""New York University's"", 'School of Global Public Health']","[""Although living like that can be lonely, inconvenient and even frightening, it's for the greater good, says Danielle Ompad, an associate professor at New York University's School of Global Public Health.""]"
1889,['Sanjay Gupta'],['CNN'],"[""Still, it's a good idea to disinfect the takeout containers and wash your hands afterward, says Dr. Sanjay Gupta, CNN Chief Medical Correspondent.""]"
1890,['Ompad'],['NYU'],"['""If you\'re going for vacation, I would suggest you don\'t go,"" says Ompad, the NYU professor.']"
1891,['Asaf Bitton'],['Ariadne Labs'],"['""We know that kids touch each other and rough house with each other, and so we really want to be mindful about reducing that interpersonal contact and any potential spread,"" says Dr. Asaf Bitton of Ariadne Labs, a health innovation center.']"
1892,['Gounder'],['the Imperial College in Great Britain'],"['Research by the Imperial College in Great Britain ""would suggest you have to institute these kinds of measures for five months, very vigorously,"" says Gounder, the infectious disease specialist.']"
1893,['Juliette Kayyem'],['CNN'],"['""Every state will head this way,"" CNN national security analyst Juliette Kayyem said Friday.']"
1894,['Eric Toner'],['the Johns Hopkins Center for Health Security'],"['""I really think this is a fundamental responsibility of government to have acted on this a long time ago,"" said Dr. Eric Toner, who studies hospital preparedness at the Johns Hopkins Center for Health Security.']"
1895,['David Hill'],['the American Lung Association'],"['Dr. David Hill, a pulmonary critical care physician and a spokesperson for the American Lung Association said staffing shortages will likely come even before equipment starts to run out.']"
1896,['Peter Hotez'],"['the National School of Tropical Medicine', 'Baylor College of Medicine']","['If health care workers get sick, ""everything can fall apart very quickly,"" says Dr. Peter Hotez, professor and dean of the National School of Tropical Medicine at Baylor College of Medicine.']"
1897,['Brad Raffensperger'],['State'],"['To combat a possible shortage in Georgia, Secretary of State Brad Raffensperger said he was taking action to expedite licensing for nursing professionals who come in from other states to help fight the spread of the virus.']"
1898,['Doug Lammers'],['Café Gelato'],"['Restaurant owners in Myrtle Beach, South Carolina, met to discuss what they were going to do to keep their businesses going as the pandemic restricted how they could serve customers, said Café Gelato owner Doug Lammers.']"
1899,['Laura'],"['Instagram', 'White Duck Taco Shop']","['""Our family welcomes your family in this time of need,"" said a post on Instagram signed by Laura and the White Duck Taco Shop family.']"
1900,['Debbie Petitpain'],['the Medical University of South Carolina'],"['The Internet can be a great resource, particularly for cooking videos, said Debbie Petitpain, a registered dietitian who teaches a culinary class to medical students at the Medical University of South Carolina.']"
1901,['Donald Trump'],['CNN'],"[""Washington (CNN) President Donald Trump has repeatedly said he's invoking the Defense Production Act to ramp up production, but he hasn't wielded his federal powers yet as health officials voice alarm about potential shortages of lifesaving medical supplies like ventilators and protective gear for doctors on the front lines of the coronavirus pandemic.""]"
1902,['Mike Pence'],"['Honeywell', '3M']","['And while Vice President Mike Pence said 35 million medical masks were available to hospitals after an increase in production by Honeywell and 3M, health care professionals across the country remained uncertain when hospitals would see those supplies.']"
1903,['Megan Ranney'],['CNN'],"['Dr. Megan Ranney appeared on CNN and said , ""The President may say that things are being produced, but they sure as heck are not showing up in my state or in the state of all my colleagues across the country.']"
1904,['Dana Gold'],"['DHS', 'the Government Accountability Project']","['""They are essentially the medical experts for DHS, who want to make sure they\'re sounding the alarm and weighing in on this significant threat to public health,"" said Dana Gold, senior counsel at the Government Accountability Project.']"
1905,['Gold'],"['DHS', 'DHS']","['""They are not speaking as DHS, but they are speaking in their capacity as medical experts for DHS who have a duty to warn,"" Gold said.']"
1906,['Rich'],['Gold'],"['Rich recently signed on to be a subject matter expert for the office, Gold said.']"
1907,['Danielle Bennett'],"['ICE', 'ICE', 'CNN']","['""ICE is committed to ensuring the welfare of all those in the agency\'s custody, including providing access to necessary and appropriate medical care,"" ICE spokeswoman Danielle Bennett said in a statement sent to CNN earlier this week, noting that the agency spends more than $269 million annually on detainee healthcare.']"
1908,['Mario Diaz-Balart'],['Capitol'],"['He and Florida Republican Rep. Mario Diaz-Balart both said Wednesday that they had tested positive for coronavirus, stoking concerns among Capitol lawmakers continuing to convene for votes as the number of reported US cases climbed to more than 17,000 on Friday.']"
1909,['Trump'],['the Department of Education'],"['""With many schools closed due to the virus, the Department of Education will not enforce standardized testing requirements, very importantly, for students in elementary through high school for the current year,"" Trump said Friday.']"
1913,['Anthony Fauci'],"['the National Institute of Allergy and Infectious Diseases', 'White House']","[""It might turn out to be effective, but more data is needed to show that it is useful and safe under the conditions of this disease, said Dr. Anthony Fauci, director of the National Institute of Allergy and Infectious Diseases, at Friday's White House news conference.""]"
1914,['Fauci'],['NBC'],"['""If you look at the trajectory of the curves of outbreaks in other areas, it\'s at least going to be several weeks,"" Fauci said on NBC\'s ""Today"" show.']"
1915,['Greg Poland'],['Mayo Clinic'],"['""They are congregating in groups where it accelerates transmission,"" said Dr. Greg Poland, an infectious disease professor at Mayo Clinic in Minnesota.']"
1916,['Tedros Adhanom Ghebreyesus'],['the World Health Organization'],"['This coronavirus could put you in hospital for weeks, or even kill you,"" Tedros Adhanom Ghebreyesus, director-general of the World Health Organization, said on Friday.']"
1917,['Birx'],['White House'],"['Birx, the White House coronavirus response coordinator, said on Monday that she wanted to ""speak particularly to our largest generation now: our millennials.""']"
1918,['Crystal Watson'],"['the Center for Health Security', 'the Johns Hopkins Bloomberg School of Public Health']","['""It may seem harsh to take these steps sometimes, but really what we\'re doing is protecting [vulnerable] people from becoming seriously ill,"" said Crystal Watson with the Center for Health Security at the Johns Hopkins Bloomberg School of Public Health.']"
1919,['Todd Semonite'],['the US Army Corps of Engineers'],"['Lt. Gen. Todd Semonite, the head of the US Army Corps of Engineers, said Friday that retrofitting hotels or dormitories into temporary hospitals to alleviate the burden on civilian hospitals caused by the virus would hopefully take three or four weeks.']"
1920,['Semonite'],"['FEMA', 'FEMA', 'FEMA']","['Asked about New York, Semonite said, ""We\'re talking about over 10,000 (hospital beds) that we are looking at right now, we need to send that up and, in fairness to the state of New York, that is not my decision that has to go to FEMA, FEMA has to make a decision of what is that allocation and we will exercise whatever FEMA tasks us to do.""']"
1921,['Donald Trump'],['the Corps of Engineers'],['President Donald Trump on Tuesday said that the Corps of Engineers was prepared to assist New York.']
1922,['Trump'],['The Army Corps of Engineers'],"['""The Army Corps of Engineers is ready, willing and able, we have to give them the go ahead if we find that it\'s going to be necessary, we think that we can have quite a few units up very rapidly,"" Trump said at a White House news conference.']"
1923,['Mark Esper'],"['Defense', 'National Guard']","['Earlier on Friday, Defense Secretary Mark Esper said that more than 4,000 National Guard troops have been activated by state governors in 31 states to help support efforts to combat the virus.']"
1926,['John Williams'],"[""the University of Pittsburgh Medical Center Children's Hospital""]","['I think the idea that we\'re going to give this virus to our pets or we\'re going to get it from them is just nonsense,"" said Dr. John Williams, chief of the division of pediatric infectious diseases at the University of Pittsburgh Medical Center Children\'s Hospital of Pittsburgh.']"
1927,['William Schaffner'],['Vanderbilt University School of Medicine'],"['""I\'m going to debunk that also,"" said infectious disease expert Dr. William Schaffner, a professor of preventative medicine and infectious disease at Vanderbilt University School of Medicine in Nashville.']"
1928,['Dana Varble'],['the North American Veterinary Community'],"['""The Pomeranian was never sick with the illness, and it was released from quarantine and then died,"" said Dr. Dana Varble, chief veterinary officer for the North American Veterinary Community, which provides continuing education for veterinary professionals.']"
1929,['Rina Cummings'],['Amazon'],"['Once I enter that building, I can only do my part,"" said Rina Cummings, a part-time package sorter who works weekends at Amazon\'s Staten Island, New York, facility.']"
1930,['Adam Diaz'],['Warehouse Worker Resource Center'],"['Adam Diaz, organizing director with Warehouse Worker Resource Center, an advocacy group for warehouse workers in Southern California, said warehouses, some of which have thousands of workers in them, are a ""powder keg"" for the spread of the virus because employees are working side by side for hours at a time.']"
1931,['Dustin Carson'],"['Microsoft', 'GameStop']","['Some cheap $20 Microsoft something is going to get them by just fine,"" said Dustin Carson, 31, a game adviser at a GameStop in Athens, Georgia.']"
1932,['Matthew'],['GameStop'],"['Matthew, who asked to be identified by first name only, a longtime GameStop employee, worked in a New Jersey mall store he said recently closed because the governor mandated mall closures.']"
1933,['Trump'],['Medical Reserve Corps'],['He also said Trump should invoke the Defense Production Act to manufacture masks and ventilators; direct the military to help build hospitals; mobilize the volunteer Medical Reserve Corps to add health care workers to stretched hospitals; make $100 billion available to governors and mayors who need it; and deliver daily updates on the status of coronavirus treatments and vaccine development.']
1934,['Biden'],"['House', 'Senate']","['Biden said he has been in contact with governors, mayors and House and Senate Democratic leaders.']"
1935,['Dmitry Peskov'],['Kremlin'],"['""We know that the huge US oil sector is now in distress because of these prices,"" Kremlin spokesperson Dmitry Peskov said on a conference call with reporters.']"
1936,['Wayne Christian'],"[""the Railroad Commission's""]","['""While I am open to any and all ideas to protect the Texas Miracle, as a free-market conservative I have a number of reservations about this approach,"" Wayne Christian, the Railroad Commission\'s chairman, said in a statement Friday .']"
1937,['Loeffler'],['the Ethics Committee'],"['Asked Friday whether she\'d ask the Ethics Committee to investigate, Loeffler said she would be ""happy to answer any questions.""']"
1938,['Feinstein'],['Twitter'],"[""Feinstein said on Twitter she has no involvement in her husband's financial decisions.""]"
1942,['Wolf'],"['the Centers for Disease Control and Prevention', 'the Department of Homeland Security']","['At the direction of the Centers for Disease Control and Prevention, the Department of Homeland Security will suspend entry of all migrants ""seeking to enter the US without proper travel documentation"" -- for both the northern and southern border, Wolf said Friday.']"
1943,['Marcelo Ebrard'],['Foreign'],"['Earlier in the day, Mexican Foreign Secretary Marcelo Ebrard said, ""After the meetings we have had, very intense and long last two days and nights, what has been achieved is that the measures for reducing the risk of propagation of the virus will not affect the substantive economy activities of Mexico and the United States and of the border region.""']"
1944,['Wolf'],['ICE'],"['What coronavirus means for tens of thousands of people in ICE custody Wolf said Friday migrants who cross unlawfully and have improper documentation will be ""immediately"" returned to Mexico, Canada ""as well as a number of other countries.""']"
1945,['Kelly Their'],['the Mia Wagner Salon'],"['Kelly Their, owner of the Mia Wagner Salon in Manhattan, said her staff has urged her to let them to make house calls so they can continue earning money, but she worries about their health and the health of her customers.']"
1946,['Hearn'],['Disney'],"['""We go on maybe like three or four trips a year to Disney,"" Hearn said.']"
1947,['Anthony Fauci'],['White House'],"[""Later in the White House briefing, top infectious disease expert Dr. Anthony Fauci said in reality the US is behind on testing capabilities because many Americans don't have easy access to tests.""]"
1949,['Betsy DeVos'],['Education'],"['Teachers need to be able to focus on remote learning and other adaptations,"" Secretary of Education Betsy DeVos said in a statement .']"
1950,['Alexander'],"['NBC', 'Comcast']","['The President proceeded to launch into an extended rant against Alexander, saying he asked a ""nasty question"" and assailing NBC and its parent company, Comcast.']"
1951,['Trump'],['the Chinese Communist Party'],"['The right-wing personality from that media outlet falsely said major newsrooms had ""teamed up"" with the Chinese Communist Party to attack Trump.']"
1952,['Mike Pompeo'],['State'],['Secretary of State Mike Pompeo would not say whether the US would use the military to get citizens home.']
1953,['Sullivan'],"['FDIC', 'NewsMax']","['Sullivan said the FDIC has reached out to NewsMax through email, phone calls, and voicemails.']"
1954,['Connie Lawson'],['State'],"['Indiana Secretary of State Connie Lawson said in a statement that ""above all else, it is my duty to protect the health and safety of Hoosiers.""']"
1955,['Lawson'],['the Indiana Election Commission'],"['Lawson said, ""I believe the bi-partisan recommendations we have asked the Indiana Election Commission to take will allow us to provide all Hoosiers the opportunity to vote.""']"
1956,['Kyle Hupfer'],['Indiana Republican Party'],"['Indiana Republican Party Chair Kyle Hupfer praised the decision to move the primary, and said it would ""provide for the safety and security of all involved in the election process and allow additional time for those tasked with the job of conducting the election to prepare.""']"
1957,['John Zody'],['Indiana Democratic Party'],"['Indiana Democratic Party Chair John Zody said in a statement that Indiana Democrats ""believe a primary election conducted almost completely by mail is the safest option and Hoosier Democrats will\xa0continue to\xa0work toward\xa0that goal.""']"
1958,['Zody'],"['the Indiana Election Commission', ""Hoosiers'""]","['Zody said the petition to the Indiana Election Commission ""will lead to a historic expansion of Hoosiers\' voting rights.']"
1959,['Edgeworth'],"['NBC News', 'Lack']","['Before working in the equipment room, Edgeworth spent most of his 25 years at NBC News as an audio technician, Lack said.']"
1960,['Guthrie'],['Twitter'],"['""I adored him,"" Guthrie said on Twitter .']"
1961,['Marcus Sachs'],['Verizon'],"['""All it takes is one of their kids to get [electronically] infected and it spreads inside the house,"" said Marcus Sachs, a former vice president for national security policy at Verizon.']"
1962,['Jamie Barnett'],"['US Navy', 'RigNet']","['""There are some very senior military and government officials who have the capability to do up to Secret [work] from their house, but we\'re talking about four-star generals and admirals and things like that,"" said Jamie Barnett, a retired US Navy rear admiral and senior vice president of government services for the secure communications firm RigNet.']"
1963,['Greg Treverton'],"['IC', 'National Intelligence Council']","['Dealing with COVID-19, however, ""is a contingency for which the IC never prepared,"" said former National Intelligence Council chairman Greg Treverton.']"
1964,['Gordon Bitko'],['FBI'],"['""If this had happened five years ago, I would guess that a very, very large percentage of government employees would not be able to remotely access their systems or do anything from home,"" said Gordon Bitko, a former FBI chief information officer.']"
1965,['Bohld'],['WCVB'],"['All of this will be over eventually,"" Bohld said in the WCVB video.']"
1966,['Burr'],['the Intelligence Committee'],['Burr said Friday that he did not base his sales on any information he received as chairman of the Intelligence Committee.']
1968,['David Henkes'],['Technomic'],"['""This is wholly unprecedented in that the entire industry is essentially being shut down in a lot of ways,"" said David Henkes, senior principal with foodservice consulting firm Technomic.']"
1969,['Christine Romans'],['CNN'],"['CNN\'s Christine Romans says it\'s moved from a ""stock market crash to a job market crash.""']"
1970,['Mike Pompeo'],['State'],"['In embassies overseas, foreign service officers say Secretary of State Mike Pompeo and his leadership team are not issuing clear guidance on how to manage their staff, handle travel or deal with public interactions -- particularly in hard hit countries -- as the virus sweeps the globe.']"
1971,['Pompeo'],['State'],"['Referring to the secretary\'s possible political ambitions, this officer said the general feeling is that, ""Pompeo does not care because he is a political animal and he does not like us... No one votes on how State people are treated.""']"
1972,['Mark Esper'],['Defense'],"['The US military has said where confirmed cases within their ranks have been found and what measures they have taken, with Defense Secretary Mark Esper going into granular detail about wiping down doorknobs at the Pentagon.']"
1973,['Ivanka Trump'],['Congress'],"['Ivanka Trump has been on the phone with the President, members of Congress and CEOs during her time at home, the official said.']"
1974,['Uday Shankar'],"['Disney', 'Disney']","['""Given the delay of the season, we have made the decision to briefly pause the roll-out of Disney+ and will announce a new revised premiere date for the service soon,"" Uday Shankar, president of Disney\'s Asia Pacific unit, said in a statement.']"
1976,['Reed Hastings'],['Netflix'],"['Last December, Netflix CEO Reed Hastings said the company would spend $400 million on Indian content for 2019 and 2020.']"
1979,['Kit Juckes'],['Societe Generale'],"['""This collapse in global activity leaves a lot of people with US dollar liabilities to finance, and not enough dollars coming in to do it,"" said Kit Juckes, a strategist at Societe Generale, in a report.']"
1980,['Lauren Goodwin'],['New York Life Investments'],"['Expanding the swap lines to more countries could continue to improve currency funding constraints,"" said Lauren Goodwin, economist and multi-asset portfolio strategist at New York Life Investments, in a report.']"
1981,['Brent Schutte'],['Northwestern Mutual Wealth Management Company'],"['And that has some benefits,"" said Brent Schutte, chief investment strategist at Northwestern Mutual Wealth Management Company.']"
1982,['Ric Edelman'],['Edelman Financial Engines'],"['This is unavoidable and in the long run it is not harmful,"" said Ric Edelman, founder of Edelman Financial Engines, a company that provides advice for 401(k) plans.']"
1983,['Kathy Lien'],"['FX', 'BK Asset Management']","['With the rise in the greenback driving many currencies to multi-year lows, central banks from Brazil to Norway have rushed to prevent further losses,"" said Kathy Lien, managing director of FX strategy at BK Asset Management, in a report.']"
1984,['Faye Malarkey Black'],['the Regional Airline Association'],"['""We could be on the cusp of fundamentally changing the air transportation system in the United States,"" said Faye Malarkey Black, the CEO of the Regional Airline Association.']"
1985,['Cartiay McCoy'],"['Compass', 'Trans States']","['""Radical capacity reductions left Compass without the ability to fly even minimally viable schedules,"" said Trans States spokesperson Cartiay McCoy.']"
1986,['de Blasio'],['CNN'],['de Blasio said to CNN on Friday.']
1988,['William Schaffner'],"['Centers for Disease Control and Prevention', 'Vanderbilt University School of Medicine']","['The main list of acute symptoms at this time is actually quite short andcan appear anywhere from two to 14 days after exposure to the virus, according to the US Centers for Disease Control and Prevention\n\n""We\'re emphasizing fever plus a notable lower respiratory tract symptom -- cough or trouble breathing,"" said infectious disease expert Dr. William Schaffner, a professor of preventative medicine and infectious disease at Vanderbilt University School of Medicine in Nashville.']"
1989,['John Williams'],"[""the University of Pittsburgh Medical Center Children's Hospital""]","['Average daily temperature is 98.6 degrees Fahrenheit (37 degrees Celsius), but we all actually go up and down quite a bit during the day as much as half of a degree or a degree,"" said Dr. John Williams, chief of the division of pediatric infectious diseases at the University of Pittsburgh Medical Center Children\'s Hospital of Pittsburgh.']"
1993,['Beasley'],"['NASA', 'the Russian Space Agency', 'Roscosmos']","['NASA and the Russian Space Agency, Roscosmos, are currently planning to maintain the standard quarantine period of two weeks for the crew, Beasley said.']"
1994,['Kennedy'],"['NASA', 'Roscosmos']","['""During quarantine, the astronauts live in their crew quarters -- NASA has crew quarters for this purpose at Kennedy and Johnson Space Centers, and Roscosmos has them in Baikonur,"" she said.']"
1995,['John Avlon'],['CNN'],"[""CNN's John Avlon says we need to take lessons from past pandemics, including the 1918 Influenza pandemic in order to avoid repeating the same mistakes from being made during the current coronavirus pandemic.""]"
1996,['Cohen'],['CNN'],"['""We are also in the process of hiring more than 65 more people to help with the surge and we will continue to add more staff as we are able,"" said Cohen in an email to CNN.']"
1997,['Michele Evermore'],['the National Employment Law Project'],"['The new congressional infusion is crucial to help states handle the crush of new claims, said Michele Evermore, senior researcher at the National Employment Law Project.']"
1998,['Thane Maynard'],['Cincinnati Zoo'],"['""As a nonprofit organization, the zoo relies on ticket sales, zoo visits, memberships and donations to operate,"" said Cincinnati Zoo Director Thane Maynard.']"
1999,['Stephan Schippers'],"[""Borussia Monchengladbach's""]","['""We expect loss of revenue due to game cancellations, lack of ticket sales, possible lost TV revenue and lack of sponsorship money,"" said Borussia Monchengladbach\'s managing director Stephan Schippers.']"
2000,['Lam'],['Google'],"['After 12 hours, Lam said the Google spreadsheet was flooded with about 300 people, from places as far as Australia and South Korea.']"
2001,['Lam'],"[""Popeye's""]","['On ""Love Is Quarantine,"" Lam said, couples will spend their honeymoon period at Popeye\'s.']"
2002,['Donald Trump'],['Treasury'],"['Asked Wednesday about his Treasury secretary\'s warnings, President Donald Trump said, ""I don\'t agree with that -- that\'s an absolute total worst case scenario.""']"
2003,['Simon Kim'],['Cote'],"[""The upscale New York City Korean steakhouse Cote is also selling wine bottles at retail prices as part of its new to-go business, but owner Simon Kim says that he's offering only magnums.""]"
2004,['Davidson'],['the Center for Healthy Minds'],"['""[The Dalai Lama] was really encouraging me to take the practices from this tradition and investigate them with the tools of modern science,"" said Davidson, founder and director of the Center for Healthy Minds .']"
2005,['Ian Williams'],"['the Outbreak Response and Prevention Branch', 'Centers for Disease Control and Prevention']","[""It's not the food itself\n\nFirst, the good news: The virus is not likely to be transmitted by food itself, said Dr. Ian Williams, chief of the Outbreak Response and Prevention Branch of the US Centers for Disease Control and Prevention, which investigates foodborne and waterborne illnesses.""]"
2006,['Williams'],['Covid-19'],"['""There is no evidence out there that, so far with [Covid-19], that its foodborne-driven or food service-driven,"" Williams said in an information webinar.']"
