,idx,quote,people,orgs,source,gender
1737,2876,"'We are supporting the affected employee, who remains in quarantine,” said Drew Herdener, an Amazon spokesman.\n'",['Drew Herdener'],['Amazon'],The New York Times,0
1738,2877,"'The Saudis are cutting more and more, and the Russians haven’t cut much at all,” said Bhushan Bahree, senior director at IHS Markit, a research firm, in an interview before the current series of meetings.'",['Bhushan Bahree'],['IHS Markit'],The New York Times,0
1740,2880,"'There just isn’t anyone to direct the government in the way that he has,” said Brad Glosserman, an expert on Japanese politics at the Center for Rule-Making Strategies at Tama University in Tokyo.\n'",['Brad Glosserman'],['the Center for Rule-Making Strategies at Tama University'],The New York Times,0
1741,2885,"'If the public perceives that issues regarding communicable diseases are influenced by political considerations, they will lose confidence in the information,” said Dr. William Schaffner, an infectious disease specialist at Vanderbilt University.'",['William Schaffner'],['Vanderbilt University'],The New York Times,0
1742,2886,"'It’s a very difficult habit to break because we all do it, and oftentimes we’re not even aware we’re doing it,” said Dr. Vanessa Raabe, assistant professor in the department of medicine at NYU Langone Health.\n\n\n'",['Vanessa Raabe'],['NYU'],The New York Times,0
1743,2886,"'My general advice would be that people should try to reduce their stress over all, as opposed to obsessively worrying about what they touch,” said Stew Shankman, a professor of psychiatry and behavioral sciences at Northwestern University.'",['Stew Shankman'],['Northwestern University'],The New York Times,0
1744,2888,"'If we have a few days out for snow, that can be pretty tough, but snow lasts, at worst, for a week,” said Mr. Day, who shares ownership of Uncle’s Games with two partners.'",['Day'],['Uncle’s Games'],The New York Times,0
1745,2893,"'It will help accelerate the return of jobs to North America,” Commerce Secretary Wilbur Ross said in late January.\n'",['Wilbur Ross'],['Commerce'],The New York Times,0
1746,2893,"'This is just an indication that globalization is what it is,” said Maria Demertzis, an economist and deputy director at Bruegel, a research institution in Brussels.'",['Maria Demertzis'],['Bruegel'],The New York Times,0
1747,2893,"'It reinforces all the fears about open borders,” said Ian Goldin, a professor of globalization and development at Oxford University and an author of a 2014 book that anticipated a backlash to liberalism via a pandemic, “'",['Ian Goldin'],['Oxford University'],The New York Times,0
1748,2893,"'It costs to have a stock,” said Mr. Goldin, the Oxford expert.'",['Goldin'],['Oxford'],The New York Times,0
1749,2895,"'The primary way we think about risk is through our gut feelings,” said Paul Slovic, professor of psychology at the University of Oregon who is also president of Decision Research.'",['Paul Slovic'],"['Decision Research', 'the University of Oregon']",The New York Times,0
1751,2900,"'If you fill the first- and the business-class cabin of trans-Pacific or trans-Atlantic service, you can pretty much cover all of your operating costs just from those two cabins,” said John Grant, a senior analyst at the aviation data provider OAG.'",['John Grant'],['OAG'],The New York Times,0
1752,2901,"'The parties have to agree on polling locations and equipment allocation,” said Roxanne Werner, the community relations director for Harris County Clerk Diane Trautman.'","['Diane Trautman', 'Roxanne Werner']",['Harris County Clerk'],The New York Times,0
1753,2901,"'All over the state, we saw a lot of late openings attributed to technology issues,” said Anthony Gutierrez, the executive director of Common Cause Texas, which helped run a hotline that flagged voting problems.'",['Anthony Gutierrez'],['Common Cause Texas'],The New York Times,0
1754,2906,"'I don’t have data to offer, but can’t think of any instances in modern times where advanced economies shut down schools nationally for prolonged periods of time,” said Jacob Kirkegaard, a senior fellow at the Peterson Institute for International Economics in Washington. \n\n\n'",['Jacob Kirkegaard'],['the Peterson Institute for International Economics'],The New York Times,0
1755,2907,"'This is a call for preparedness,” said Barbara Ferrer, the director of the Los Angeles County Department of Public Health.\n'",['Barbara Ferrer'],"[""the Los Angeles County Department of Public Health.\\n'""]",The New York Times,0
1756,2911,"'With all respect to our international partners and with all appreciation for their help, the citizens of our country on governing boards of our companies are feeling like an ethnic minority,” Mr. Zelensky said in the speech in Parliament, where a vote was needed to dismiss the cabinet.\n'",['Zelensky'],['Parliament'],The New York Times,0
1757,2913,"'Unfortunately, there is no simple or easy replacement for the Olympics,” said Kevin Collins, an executive at the ad-buying and media intelligence firm Magna.'",['Kevin Collins'],['Magna'],The New York Times,0
1758,2918,"'It’s really very, very important,” Dr. Redfield said at the White House event with Mr. Trump.'","['Trump', 'Redfield']",['White House'],The New York Times,0
1762,2925,"'The lawyer with the virus, in his 50s, is in serious condition at NewYork-Presbyterian Hospital in Manhattan, according to Dr. Demetre C. Daskalakis, the deputy commissioner for disease control at New York City’s Department of Health and Mental Hygiene.\n'",['Demetre C. Daskalakis'],"[""Department of Health and Mental Hygiene.\\n'""]",The New York Times,0
1763,2925,"'It is deeply concerning and distressing to see one’s own community, one’s own neighbors, dealing with a challenge of this scale and this intensity,” Mayor Bramson said after leaving City Hall at 8 p.m. Tuesday, where he said he spent the day huddling with faith leaders, officials and city staff to make sure that information like the town’s messaging was accurate.\n'",['Bramson'],['City Hall'],The New York Times,0
1764,2935,"'In thinking about any potential pandemic, “it really seems like, unintentionally, the high deductible structure is designed to impede a public health response,” said Ted Doolittle, a former Medicare official who is now the health care advocate for Connecticut.'",['Ted Doolittle'],['Medicare'],The New York Times,0
1765,2935,"'We know how to make flu vaccines available to everyone,” said Cheryl Fish-Parcham, the director of access initiatives at Families USA, a consumer group.'",['Cheryl Fish-Parcham'],['Families USA'],The New York Times,0
1767,2939,"'The test criteria were “too stringent, and people aren’t getting tested,” said Lauren M. Sauer, an assistant professor of emergency medicine at Johns Hopkins Medicine.\n'",['Lauren M. Sauer'],"[""Johns Hopkins Medicine.\\n'""]",The New York Times,0
1769,2941,"'People have to start being really considerate and not going out and about when they are infected with anything, whether it’s the flu or coronavirus,” said Dr. Robyn R. M. Gershon, a professor of epidemiology at New York University’s School of Global Public Health.\n'",['Robyn R. M. Gershon'],"[""New York University’s School of Global Public Health.\\n'""]",The New York Times,0
1770,2942,"'As attractive as the U.S. market is, it’s saturated,” said Stephanie Brinley, principal analyst for IHS Markit.'",['Stephanie Brinley'],['IHS Markit'],The New York Times,0
1771,2942,"'We have a lot more room to spread out,” said Ray Telang, U.S. automotive leader for PricewaterhouseCoopers.'",['Ray Telang'],['PricewaterhouseCoopers'],The New York Times,0
1772,2942,"'Americans like large vehicles and S.U.V.s that do 100 percent of everything,” Ms. Brinley of IHS said.'",['Brinley'],['IHS'],The New York Times,0
1773,2943,"'The government sees electric vehicles as a chance to play at a global level,” said Daniel Kirchert, a former BMW executive who founded Byton with financial help from the government.'",['Daniel Kirchert'],"['BMW', 'Byton']",The New York Times,0
1774,2943,"'We have a car which is very spacious on the inside and relatively compact on the outside,” Peter Rawlinson, a Tesla veteran who is Lucid’s chief executive, said in an interview last year.\n'",['Peter Rawlinson'],['Lucid’s'],The New York Times,0
1775,2943,"'Canoo, led by Ulrich Kranz, who managed development of the BMW i3 electric car, has unveiled a podlike prototype that it described as an “urban loft on wheels.'","['Ulrich Kranz', 'Canoo']",['BMW'],The New York Times,0
1776,2945,"'It is fair to say that a large increase in exercise intensity and/or duration, especially in people new to exercise, might have transient negative effects on the immune system,” says Jeffrey Woods, a professor of kinesiology and community health at the University of Illinois in Urbana-Champaign, who studies exercise and immunity and led the mouse study.\n'",['Jeffrey Woods'],['the University of Illinois'],The New York Times,0
1777,2945,"'our immune systems tells us that “there is no or limited reliable evidence for exercise directly increasing the chance of developing any kind of viral infection,” says James Turner, co-author of the 2018 review about exercise and immunity and also a professor of health science at the University of Bath.\n'",['James Turner'],"[""the University of Bath.\\n'""]",The New York Times,0
1779,2947,"'It takes an incident like this for someone to realize who their true loyal friends and family are,” said Michael Parry, another Westerdam passenger who said he was uninvited from a family baby shower taking place after his return to the United States.\n\n\n'","['Westerdam', 'Michael Parry']","[""the United States.\\n\\n\\n'""]",The New York Times,0
1780,2947,"'I’m now feeling the firsthand effects of stigma,” said Ms. Kerby, a Westerdam passenger who has received angry Twitter messages from strangers who believe she should self-quarantine.\n\n\n'",['Kerby'],['Westerdam'],The New York Times,0
1781,2954,"'Still alive, still best friends, still amusing themselves and us,” says Steven Erlanger, a Times diplomatic correspondent in Europe.\n'",['Steven Erlanger'],['Times'],The New York Times,0
1782,2956,"'I went from not worrying much to being really worried now,” said Debbie Delosangeles, who said in an interview with The New York Times on Monday that she had been told that her 85-year-old mother had been symptom free.'",['Debbie Delosangeles'],['The New York Times'],The New York Times,0
1783,2956,"'Because these are elderly and infirm people, it’s like we are waiting for them to be picked off, one by one,” said Kevin Connolly, whose 81-year-old father-in-law, Jerry Wall, has been at Life Care for about a year, recovering from heart and kidney failure.\n'","['Jerry Wall', 'Kevin Connolly']",['Life Care'],The New York Times,0
1784,2958,"'Meanwhile, the Vatican said Tuesday that Pope Francis was ailing with a common cold, and did not have “symptoms that could be related to other pathologies.'",['Pope Francis'],['Vatican'],The New York Times,0
1785,2959,"'There has been a silent epidemic of Covid-19 in the United States that is not going to be silent any longer,” said Michael Osterholm, an epidemiologist at the University of Minnesota.\n'",['Michael Osterholm'],"[""the University of Minnesota.\\n'""]",The New York Times,0
1786,2960,"'“Vegas is the biggest unknown right now,” said Steven Wieczynski, a gambling and leisure analyst at the financial services firm Stifel Financial.'",['Steven Wieczynski'],['Stifel Financial'],The New York Times,0
1789,2963,"'We’ve put out guidance that voters may use their own pens, and we’ve also asked local election officials to provide disinfecting wipes to poll workers so they can regularly wipe down the booths and pens,” Debra O’Malley, a spokeswoman for the secretary of the Commonwealth of Massachusetts, said in an email on Monday night.\n'",['Debra O’Malley'],['the Commonwealth of Massachusetts'],The New York Times,0
1797,2976,"'We’ve put out guidance that voters may use their own pens and we’ve also asked local election officials to provide disinfecting wipes to poll workers so they can regularly wipe down the booths and pens,” Debra O’Malley, a spokeswoman for the secretary of the Commonwealth of Massachusetts, said in an email on Monday night.\n'",['Debra O’Malley'],['the Commonwealth of Massachusetts'],The New York Times,0
1800,2979,"'Such incoherent assertion and actions made by Chongwadae only magnify our distrust, hatred and scorn for the South side as a whole\u200b,” she said, according to the English translation by the North’s official Korean Central News Agency\u200b. \u200b“It is us who have to express \u200b’strong regret\u200b’ at such incoherent and imbecile way of thinking of Chongwadae\u200b.”\nMr. Kim’s second summit meeting with Mr. Trump, in Vietnam last year, ended without an agreement over how to denuclearize North Korea or when to ease American-led U.N. sanctions.\n'","['Kim', 'Trump']","['North’s', 'Korean Central News Agency\\u200b', 'U.N.']",The New York Times,0
1801,2981,"'The mantra is, ‘keep calm and carry on,’” said Dr. Marguerite Neill, an infectious disease expert at Brown University.\n'",['Marguerite Neill'],"[""Brown University.\\n'""]",The New York Times,0
1814,2989,"'The doctors at Kamkar and Foghani hospitals are writing that cause of death is respiratory failure,” Mr. Farahani wrote, “but they know very well that the deaths are happening in the coronavirus quarantine ward.”\nA spokesman for the Health Ministry disputed those accusations, suggesting that any discrepancy between local estimates and the official numbers might reflect a only time lag during backup testing to confirm infections.'",['Farahani'],['the Health Ministry'],The New York Times,0
1815,2990,"'Qiagen, another company working on testing, said Tuesday it expected F.D.A. approval later this month, but that it was still gathering data and testing its product, noting that “this does take some time.'",['Qiagen'],['F.D.A.'],The New York Times,0
1818,2994,"'It’s all about gravity,” Ronda Kaysen wrote in The Times in 2018.'",['Ronda Kaysen'],['Times'],The New York Times,0
1819,2994,"'It’s a gravity-fed system,” John Cetra, a founding principal of the Manhattan architecture firm CetraRuddy, told Ms. Kaysen.'","['John Cetra', 'Kaysen']",['CetraRuddy'],The New York Times,0
1820,2994,"'People living in 50-story buildings “get their water the exact same way the old buildings do,” said David Hochhauser, a co-owner of Isseks Brothers, one of the city’s oldest water-tank manufacturers.\n'",['David Hochhauser'],['Isseks Brothers'],The New York Times,0
1821,3001,"'Paying workers in these situations “will serve to incentivize employees to self-identify and self-quarantine,” said Susan Gross Sholinsky, a lawyer with Epstein Becker Green in New York.\n'",['Susan Gross Sholinsky'],['Epstein Becker Green'],The New York Times,0
1822,3001,"'This can put hourly workers in a bind, and make employees in the U.S. more likely to show up for work when they are sick,” said Joseph Deng, who specializes in employment and compensation law at Baker  '",['Joseph Deng'],"[""Baker  '""]",The New York Times,0
1823,3003,"'We had no way out, we had no choice but to delay his treatment,” said Zhao Huaqing, the boy’s mother.'",['Zhao Huaqing'],['’s'],The New York Times,0
1824,3003,"'Right now, all I’m worried about is whether the cancer will come back,” said Fu Hetian, the boy’s father.'",['Fu Hetian'],['’s'],The New York Times,0
1826,3005,"'The water sources, according to my colleague Emily Rueb, include the Catskill/Delaware watershed, which extends 125 miles northwest of New York City, and the closer-by Croton watershed.\n'",['Emily Rueb'],"['the Catskill/Delaware', 'Croton']",The New York Times,0
1829,3008,"'Gov. Terry McAuliffe of Virginia\n\nRepresentative Bobby Scott of Virginia\n\nRepresentative Greg Stanton of Arizona\n\nFormer Senator Mark Udall of Colorado\n\nRepresentative Debbie Wasserman Schultz of Florida\n\nRepresentative Jennifer Wexton of Virginia\n\n\n\n\nFormer Mayor Pete Buttigieg plans to endorse former Vice President Joseph R. Biden Jr. in the Democratic presidential race, according to a person informed of the decision, as the Democratic Party’s moderate wing quickly began coalescing around Mr. Biden in an effort to stop Senator Bernie Sanders from winning the Democratic nomination.\n'","['Debbie Wasserman Schultz', 'Greg Stanton', 'Bobby Scott', 'Jennifer Wexton', 'Mark Udall', 'Terry McAuliffe']",['Virginia\\n\\nRepresentative'],The New York Times,0
1830,3008,"'Mr. O’Rourke, who made an unexpectedly competitive run for Senate in 2018 but struggled as a presidential candidate, called Mr. Biden “the antithesis of Donald Trump” as he announced his decision, the night before Texas and a trove of other delegate-rich states vote. \n'","['O’Rourke', 'Biden']",['Senate'],The New York Times,0
1831,3009,"'I want you to know how unbelievably and unfailingly decent I have known Vice President Biden to be,” Mr. Buttigieg said, calling him capable of restoring “dignity” to the White House and describing him as a person of “such extraordinary grace and kindness and empathy.” \nRead more Biden accepts Buttigieg’s endorsement as they appear together.“I’m encouraging everybody who was part of my campaign to join me because we have found that leader in Vice President, soon to be President, Joe Biden,” he said.\n'","['Buttigieg', 'Joe Biden']","['the White House', 'Buttigieg’s']",The New York Times,0
1832,3009,"'I haven’t even faced the voters once at a national level, so tomorrow will be the first day,” Mr. Bloomberg said, referring to the Super Tuesday contests on which he has placed an expensive bet.\n'",['Bloomberg'],['Super'],The New York Times,0
1834,3009,"'Joe Biden is decent,” Beto O’Rourke said at a rally in Dallas.', 'Biden.“Joe Biden is decent,” he said.'",['Biden'],['Beto O’Rourke'],The New York Times,0
1835,3009,"'They see the world in many ways the same way the vice president does,” she said in an interview with CNN of the moderates who’d endorsed Mr. Biden.'",['Biden'],"['’d', 'CNN']",The New York Times,0
1836,3009,"'I want you to know how unbelievably and unfailingly decent I have known Vice President Biden to be,” Mr. Buttigieg said, calling him capable of restoring “dignity” to the White House and describing him as a person of “such extraordinary grace and kindness and empathy.” \nRead more Biden accepts Buttigieg’s endorsement as they appear together.“I’m encouraging everybody who was part of my campaign to join me because we have found that leader in Vice President, soon to be President, Joe Biden,” he said.\n'","['Buttigieg', 'Biden']",['the White House'],The New York Times,0
1837,3009,"'Foreign actors continue to try to influence public sentiment and shape voter perceptions,” the officials, including Secretary of State Mike Pompeo, said in an unusual joint statement.'",['Mike Pompeo'],['State'],The New York Times,0
1838,3009,"'Elizabeth Warren is clearly the best candidate to unify the Democratic Party after a long primary, generate excitement across the country and take on Donald Trump,” the group’s president, Stephanie Schriock, said in a statement.'",['Stephanie Schriock'],['’s'],The New York Times,0
1839,3009,"'Mr. Sanders released a statement thanking Democracy for America for its endorsement, saying “real change never comes from the top on down but from the bottom on up.'",['Sanders'],['Democracy for America'],The New York Times,0
1872,3020,"'Well, these were set up a long time ago and others are,” he said during a morning meeting with reporters in the Oval Office alongside President Iván Duque Márquez of Colombia, who was visiting.'",['Iván Duque'],['Oval Office'],The New York Times,0
1873,3022,"'The school administrator called in sick right away, but state officials were not informed of the specifics of the case — a patient with respiratory symptoms and recent travel history to Italy — until Feb. 26, four days after the group’s return, according to Joseph Wendelken, a spokesman for Rhode Island’s Department of Health.\n'",['Joseph Wendelken'],"[""Rhode Island’s Department of Health.\\n'""]",The New York Times,0
1875,3024,"'There is a point in any epidemic where you believe you can no longer contain the virus, or like it was influenza and you have to shift your resources to saving lives,” said Dr. Michael Ryan, the executive director of the W.H.O.’s health emergencies program.'",['Michael Ryan'],['W.H.O.’s'],The New York Times,0
1884,3029,"'The market is pricing in more cuts,” said Subadra Rajappa, head of U.S. rates strategy at Société Générale in New York.'",['Subadra Rajappa'],['Société Générale'],The New York Times,0
1885,3029,"'Global G.D.P. is getting clobbered,” said Steven Ricchiuto, chief U.S. economist at Mizuho Securities USA.'",['Steven Ricchiuto'],['Mizuho Securities USA'],The New York Times,0
1890,3033,"'It’s an adrenaline sport, and there are a lot of races,” said Ester Ledecka, an Olympic medalist in skiing and snowboarding for the Czech Republic.'",['Ester Ledecka'],['Olympic'],The New York Times,0
1891,3033,"'This is, unfortunately, the standard injury that we have in our sport,” Peter Gerdol, the World Cup women’s race director, said of knee injuries like Reisinger’s.'",['Peter Gerdol'],['Reisinger’s'],The New York Times,0
1902,3045,"'No one can predict what will happen, but we’re scared.”\nAt Grand Central Terminal, Robert Modica, 82, who lives in Midtown Manhattan, was passing through to grab a pastry on Monday morning.'",['Robert Modica'],['Grand Central Terminal'],The New York Times,0
1905,3051,"'Nothing concentrates a producer’s mind like the prospect of a crude oil price bust,” said Robert McNally, president of Rapidan Energy Group, a market research firm.\n'",['Robert McNally'],['Rapidan Energy Group'],The New York Times,0
1906,3051,"'It is not really in their hands,” said Bhushan Bahree, senior director at IHS Markit, a research firm, speaking of the OPEC group.'",['Bhushan Bahree'],"['OPEC', 'IHS Markit']",The New York Times,0
1907,3051,"'”\nMr. McNally said that OPEC and Russia needed to make a further cut of about one million barrels a day, or about 1 percent of world supply, this week in Vienna to help put “a floor under Brent,” or about $40 a barrel.'",['McNally'],['OPEC'],The New York Times,0
1911,3053,"'The good news is that cases in children have been very rare,” said Dr. H. Cody Meissner, M.D., chief of the division of pediatric infectious disease at Tufts University School of Medicine.\n'",['H. Cody Meissner'],"[""Tufts University School of Medicine.\\n'""]",The New York Times,0
1912,3054,"'Shincheonji only uses Jesus as a front and what its members worship is Lee Man-hee,” said Hwang Eui-jong, a Christian pastor who has been fighting against groups like Shincheonji.\n'",['Hwang Eui-jong'],['Shincheonji.\\n'],The New York Times,0
1913,3055,"'Well, this was set up a long time ago and others are,” he said during a media availability in the Oval Office alongside President Iván Duque Márquez of Colombia, who was visiting.'",['Iván Duque'],['Oval Office'],The New York Times,0
1914,3058,"'Thanks to Donald Trump, pre-existing condition protections are on the chopping block this fall,” Senator Ron Wyden, Democrat of Oregon, said in a statement shortly after the court’s announcement on Monday.'",['Ron Wyden'],['’s'],The New York Times,0
1915,3061,"'The Fed-led pivot reflects the global spread of the virus and its economic disruptions, sharp equity market weakness and an emerging realization that corporate cash flow problems could create strains in credit markets,” Krishna Guha and Ernie Tedeschi at Evercore ISI wrote in a note following the announcements.'",['Krishna Guha'],['Ernie Tedeschi'],The New York Times,0
1918,3070,'An Intesa Sanpaolo spokesman said the treatment Ms. Lo received “lacked respect and does not reflect the values or policies of Intesa Sanpaolo.',['Lo'],['Intesa Sanpaolo'],The New York Times,0
1920,3073,"'It’s an open question, legally,” said Mordechai Kremnitzer, a law professor at the Hebrew University in Jerusalem.'",['Mordechai Kremnitzer'],['the Hebrew University'],The New York Times,0
1921,3074,"'I did not feel free to speak about it or to even deal with it inside because I had not committed to his candidacy,” Mr. Clyburn said on CNN on Saturday.'",['Clyburn'],['CNN'],The New York Times,0
1922,3074,"'Tonight, I am making the difficult decision to suspend my campaign for the presidency,” Mr. Buttigieg told a hometown crowd gathered at a convention center along the St. Joseph River.'",['Buttigieg'],['the St. Joseph River'],The New York Times,0
1923,3074,"'Asked by a Fox affiliate in Denver how her campaign would rebound from South Carolina, Ms. Klobuchar said she was still “in the top five vote-getters in these small caucuses and primaries that have occurred.'",['Klobuchar'],['Fox'],The New York Times,0
1924,3074,"'This is incompetence on the part of the president of the United States at the expense of the country and the world.”\nOn “Fox News Sunday,” when the moderator Chris Wallace asked him to respond to President Trump’s recent jab that Mr. Biden wouldn’t govern if elected because he would be “sitting in a home someplace,” he laughed derisively and turned the conversation back to the virus.\n'","['Trump’s', 'Chris Wallace', 'Biden']",['Fox News'],The New York Times,0
1925,3074,"'This is incompetence on the part of the president of the United States at the expense of the country and the world.”\nOn “Fox News Sunday,” when the moderator Chris Wallace asked him to respond to President Trump’s recent jab that Mr. Biden wouldn’t govern if elected because he would be “sitting in a home someplace,” he laughed derisively and turned the conversation back to the virus.\n'","['Trump’s', 'Chris Wallace', 'Biden']",['Fox News'],The New York Times,0
1926,3074,'Mr. Trump referred to Mr. Steyer and Mr. Bloomberg as “failed presidential candidates” and said he would find it hard to believe that they would contribute to the Democratic Party after the “real politicians ate them up and spit them out!”\n',"['Trump', 'Steyer', 'Bloomberg']",['the Democratic Party'],The New York Times,0
1939,3078,"'What prompted us to start looking is a change in the testing criteria,” said Dr. Francis Riedo, an infectious diseases specialist at EvergreenHealth, a public hospital district in northern King County and southern Snohomish County, where the first patient to die of the coronavirus in the United States was treated.\n'",['Francis Riedo'],['EvergreenHealth'],The New York Times,0
1940,3079,"'I like ‘acting’ because I can move so quickly,” Mr. Trump told CBS’s “Face the Nation” last year, adding, “It gives me more flexibility.”\nAlmost immediately after joining the Homeland Security Department, Mr. Cuccinelli positioned himself as the unofficial spokesman of all aspects of Mr. Trump’s immigration agenda, at times rubbing senior officials the wrong way with his contentious public statements.\n'","['Trump', 'Cuccinelli']","['the Homeland Security Department', 'CBS']",The New York Times,0
1941,3079,"'Everyone understood that the way they tried to install Cuccinelli was a stunt,” said Stephen I. Vladeck, a law professor at the University of Texas whose work includes studying the Vacancies Act.'",['Stephen I. Vladeck'],['the University of Texas'],The New York Times,0
1942,3079,"'The top line is that the Trump administration gets called out for its own hubris.”\nUnder Mr. Trump, a department created after the Sept. 11 attacks to safeguard the United States has been turned into a carousel of temporary leaders lacking Senate confirmation.'",['Trump'],['Senate'],The New York Times,0
1943,3079,"'I like ‘acting’ because I can move so quickly,” Mr. Trump told CBS’s “Face the Nation” last year, adding, “It gives me more flexibility.”\nAlmost immediately after joining the Homeland Security Department, Mr. Cuccinelli positioned himself as the unofficial spokesman of all aspects of Mr. Trump’s immigration agenda, at times rubbing senior officials the wrong way with his contentious public statements.\n'",['Trump'],['CBS'],The New York Times,0
1944,3083,"'Even if a yellow code or a red code appears, don’t be nervous,” said Tu Dongshan, the deputy secretary-general of the city’s Communist Party committee.\n'",['Tu Dongshan'],['’s Communist Party'],The New York Times,0
1945,3083,"'Zhou Jiangyong, Hangzhou’s Communist Party secretary, recently called the health code system “an important practice in Hangzhou’s digitally empowered city management” and said the city should look to expand the use of such tools, according to state news media.\n\n\n'",['Zhou Jiangyong'],['’s Communist Party'],The New York Times,0
1946,3085,"'Father Livio Fanzaga, the director of the Catholic radio station Radio Maria, attributed the spread of the virus to Satan and called the epidemic “a warning from the heavens” against materialism.\n'",['Livio Fanzaga'],['Radio Maria'],The New York Times,0
1947,3087,"'They were driving everything, and the world was simply having to follow them,” said Robert Burgelman, a management professor at Stanford University, who has written about Intel and for decades taught a class with Dr. Grove.'","['Robert Burgelman', 'Grove']","['Stanford University', 'Intel']",The New York Times,0
1948,3089,"'Candidates are right to be critical when the president and his economic team are whistling past the graveyard and putting out happy talk about the economy when it’s clear that a significant disruption is happening globally,” said Ben LaBolt, a partner at Bully Pulpit Interactive who was the press secretary for President Barack Obama'","['Ben LaBolt', 'Barack Obama']",['Bully Pulpit Interactive'],The New York Times,0
1949,3089,"'Mr. Bloomberg told a Democratic Party dinner in Charlotte, N.C., on Saturday night that “the White House is endangering lives and hurting our economy” in its response to the virus.'",['Bloomberg'],['Democratic Party'],The New York Times,0
1955,3091,"'It’s a very difficult environment to be an artist in and remain true to your vision,” said Jasmin Ramsey, the director of communications at the Center for Human Rights in Iran, a New York-based nonprofit organization.\n'",['Jasmin Ramsey'],['the Center for Human Rights in Iran'],The New York Times,0
1956,3092,"'We had an office in the White House,” Mr. Biden said on CNN’s “State of the Union,” responding to President Trump’s announcement of an office to deal with the virus.'",['Biden'],"['Trump’s', 'CNN']",The New York Times,0
1958,3092,"'The trick is which candidate can reach out and bring new people into the political process who can create the excitement and energy for young people to come in,” Mr. Sanders said on ABC.'",['Sanders'],['ABC'],The New York Times,0
1959,3092,"'I’ve never been called a moderate on your show before,” he told Fox News’s Chris Wallace.'",['Chris Wallace'],['Fox News’s'],The New York Times,0
1960,3092,"'The senator’s multigenerational, multiracial working-class coalition keeps fueling his campaign for transformational change a few bucks at a time,” Mr. Sanders’s campaign manager, Faiz Shakir, said in a statement on Sunday.\n'",['Sanders’s'],['Faiz Shakir'],The New York Times,0
1984,3098,"'This is a strong opening, well above Blumhouse’s average when launching a series,” David A. Gross, who runs Franchise Entertainment Research, said in an email on Sunday.'",['David A. Gross'],['Franchise Entertainment Research'],The New York Times,0
1985,3099,"'So the genetic findings suggest that the virus has been spreading through other people in the community for close to six weeks, according to one of the scientists who compared the sequences, Trevor Bedford, an associate professor at the Fred Hutchinson Cancer Research Center and the University of Washington.\n'",['Trevor Bedford'],"[""the University of Washington.\\n'"", 'the Fred Hutchinson Cancer Research Center']",The New York Times,0
1986,3099,"'I think he’s right,” said Andrew Rambaut, professor of molecular evolution at the University of Edinburgh, referring to Dr. Bedford.'","['Bedford', 'Andrew Rambaut']",['the University of Edinburgh'],The New York Times,0
1999,3103,"'It’s very clear: When people don’t have access to sick leave, they go to work sick and spread diseases,” said Nicolas Ziebarth, an associate professor of economics at Cornell University, who was a co-author on both papers.\n'",['Nicolas Ziebarth'],['Cornell University'],The New York Times,0
2000,3103,"'They’re going to push you to do it anyway,” said Ms. Green, who is a member of Restaurant Opportunities Centers United in New York, an advocacy group.'",['Green'],['Restaurant Opportunities Centers United'],The New York Times,0
2001,3103,"'It’s definitely an equity issue,” said Alex Baptiste, policy counsel for workplace programs at the National Partnership for Women  '",['Alex Baptiste'],"[""the National Partnership for Women  '""]",The New York Times,0
2003,3108,"'This is a two person race right now,” declared David Plouffe, the former campaign manager for Barack Obama, on MSNBC, referring to Mr. Biden and Mr. Sanders.\n'","['Sanders.\\n', 'David Plouffe', 'Barack Obama', 'Biden']",['MSNBC'],The New York Times,0
2004,3113,"'I want somebody who cares about process and who cares about rule of law and can comfort and unify people,” said Mr. Thomas, a video editor from Nashville.'",['Thomas'],['Nashville'],The New York Times,0
2005,3113,"'It’s kind of slow,” said Robert Jones, the poll captain at Dreher High School, the polling location for the city’s affluent Ward 16, where only 19 people out of the ward’s 600 active Democrats had cast their ballots by 8 a.m.\n'","['Ward 16', 'Robert Jones']",['Dreher High School'],The New York Times,0
2006,3113,"'I’m not going to sit idly by and watch people mishandle this campaign,” Mr. Clyburn said in an interview on CNN.'",['Clyburn'],['CNN'],The New York Times,0
2007,3113,"'I just love her energy,” said Ms. Devereaux, 51, a recruiter for the University of Texas Medical Branch.'",['Devereaux'],['the University of Texas Medical Branch'],The New York Times,0
2008,3113,"'She continued to criticize the president’s handling of the coronavirus, saying he “bungled lot of things,” including his proposed cuts to the Centers for Disease Control and Prevention early on in his administration, and the decision to run all of the messaging about the virus through the vice president’s office.\n'",['’s'],['the Centers for Disease Control and Prevention'],The New York Times,0
2009,3113,"'Shortly after the Iowa Democratic Party announced that it had completed the recounts this week, Jeff Weaver, a senior adviser to Mr. Sanders, told Politico that the campaign had filed an “implementation challenge” with the Democratic National Committee “stating that the Iowa Democratic Party conducted its recanvass and recount in a way that violated their delegate selection plan.'","['Sanders', 'Politico', 'Jeff Weaver']",['the Iowa Democratic Party'],The New York Times,0
