,0,1,2,3,4
0,1094,9893.0,"'""This COVID-19 pandemic is a historic event and it requires a historic response from the National Guard,” said Air Force Gen. Joseph Lengyel, National Guard Bureau chief.\n'",['Joseph Lengyel'],Air Force
0,1096,9913.0,"'There are concerning reports coming out of France and Italy about some young people getting seriously ill in ICUs,” Dr. Deborah Birx, a member of the White House coronavirus task force, said during a press conference Wednesday.\n'",['Deborah Birx'],White House
0,1097,9923.0,"'We know our cases will increase,” Goldfein said,\xa0noting\xa0the Air Force is “still conducting global missions” and flying fighter jets\xa0and\xa0bombers.\n'",['Goldfein'],Air Force
0,1098,9925.0,'Treasury Secretary Steven Mnuchin said Tuesday that the Trump administration wants to send checks to Americans “in the next two weeks” in an effort to help people cope with the economic fallout due to the coronavirus pandemic.\n',['Steven Mnuchin'],Department of the Treasury
0,1099,9931.0,"'We know our cases will increase,” Goldfein said,\xa0noting\xa0the Air Force is “still conducting global missions” and flying fighter jets\xa0and\xa0bombers.\n'",['Goldfein'],Air Force
0,1107,10059.0,'McConnell reiterated that the Senate will pass the House bill\xa0and that its “imperfections will just make our more comprehensive package even more urgent.',['McConnell'],Senate
0,1108,10062.0,"'""Democrats know they cannot win in this climate, and so they have decided to impeach the president,"" the Senate Republicans\' account posted in January, quoting Sen. Tim Scott,'",['Tim Scott'],Senate
0,1118,10179.0,"'That directive from the Republican LaRose drew harsh criticism from House Minority Leader, Democrat Emilia Sykes, for what she said was ""sharing inaccurate information during a time of chaos when Ohioans are turning to him for truth and guidance.'",['Emilia Sykes'],Congress—U.S. House of Representatives
0,1120,10214.0,"'Dr. Daniel Smith tells The Post, adding that as a precaution, pet owners should “keep interaction between your pet and other people to a minimum.'",['Daniel Smith'],Military Postal Service Agency
0,1122,10236.0,'Senior White House adviser Ivanka Trump worked from home Friday “out of an abundance of caution” after she met with Australian Minister for Home Affairs',['Ivanka Trump'],White House
0,1124,10300.0,"'We\'re going to move here in warp speed for the Senate, which almost never does anything quickly,"" McConnell said\xa0Tuesday.\n'",['McConnell'],Senate
0,1132,10402.0,"'Defense Secretary Mark Esper told ""Special Report with Bret Baier"" Tuesday that the U.S. military, including the National Guard, is actively seeking ways to help dampen the effects of the coronavirus pandemic.\n'",['Mark Esper'],Defense Acquisition University
0,1136,10437.0,"'We’re looking at sending checks to Americans immediately,” Treasury Secretary Steve Mnuchin said Tuesday during a news briefing from the White House.'",['Steve Mnuchin'],White House
0,1146,10526.0,"'We’re looking at sending checks to Americans immediately,” Treasury Secretary Steve Mnuchin said.\n'",['Steve Mnuchin'],Department of the Treasury
0,1147,10534.0,"'""I believe the best way to get this going is in a bipartisan way from the outset,"" Schumer said, advising the House, Senate and White House all negotiate together.\n'",['Schumer'],Senate
0,1148,10534.0,"'We\'re going to move here in warp speed for the Senate, which almost never does anything quickly,"" McConnell said.\n'",['McConnell'],Senate
0,1155,10598.0,'Treasury Secretary Steven Mnuchin\xa0said Tuesday that the Trump administration wants to send checks to Americans “in the next two weeks” in an effort to help people cope with the economic fallout due to\xa0the coronavirus pandemic.\n',['Steven Mnuchin\\xa0said'],Department of the Treasury
0,1164,10712.0,"'We are crafting the major legislation that the American people deserve in the face of this major challenge,"" McConnell, R-Ky., said from the Senate floor Tuesday morning.\n'","['R-Ky', 'McConnell']",Senate
0,1169,10785.0,"'Meanwhile, Senate Democrats will hold their weekly lunch via conference call instead, with Senate Minority Leader Chuck Schumer likely going over the details of a huge $750 billion proposal he announced Monday ""to wage war against coronavirus and the economic crisis facing Americans.""\n""As early as tomorrow, I will present a series of proposals to Congressional appropriators that Senate Democrats believe should be part of the next bill to address the coronavirus,"" Schumer said in floor remarks Monday.\xa0'",['Chuck Schumer'],Senate
0,1170,10785.0,"'Meanwhile, Senate Democrats will hold their weekly lunch via conference call instead, with Senate Minority Leader Chuck Schumer likely going over the details of a huge $750 billion proposal he announced Monday ""to wage war against coronavirus and the economic crisis facing Americans.""\n""As early as tomorrow, I will present a series of proposals to Congressional appropriators that Senate Democrats believe should be part of the next bill to address the coronavirus,"" Schumer said in floor remarks Monday.\xa0'",['Chuck Schumer'],Senate
0,1176,10798.0,"'What the House passed is not perfect,"" said Rubio, ""but I think the price of inaction at this point is way too high.'",['Rubio'],Congress—U.S. House of Representatives
0,1180,10825.0,"'Meanwhile, Senate Democrats will hold their weekly lunch via conference call instead, with Senate Minority Leader Chuck Schumer likely going over the details of a huge $750 billion proposal he announced Monday ""to wage war against coronavirus and the economic crisis facing Americans.""\n""As early as tomorrow, I will present a series of proposals to Congressional appropriators that Senate Democrats believe should be part of the next bill to address the coronavirus,"" Schumer said in floor remarks Monday.\xa0'",['Chuck Schumer'],Senate
0,1181,10825.0,"'Meanwhile, Senate Democrats will hold their weekly lunch via conference call instead, with Senate Minority Leader Chuck Schumer likely going over the details of a huge $750 billion proposal he announced Monday ""to wage war against coronavirus and the economic crisis facing Americans.""\n""As early as tomorrow, I will present a series of proposals to Congressional appropriators that Senate Democrats believe should be part of the next bill to address the coronavirus,"" Schumer said in floor remarks Monday.\xa0'",['Chuck Schumer'],Senate
0,1191,10919.0,"'We will be prepared on a moment’s notice to return ton address any urgent action that we must take,” Senate President Pro Tem Toni Atkins said.\n'",['Pro Tem Toni Atkins'],Senate
0,1201,10977.0,"'Tucker Carlson Tonight\'Nesheiwat\'s comments come hours after\xa0Dr. Deborah Birx, who serves as the coordinator of the White House coronavirus task force, declared millennials\xa0as ""the core group that will stop the virus,""\xa0during a press conference at the White House.\n'",['Deborah Birx'],White House
0,1233,11368.0,'Sen. Tom Cotton said on Monday that the House bill intended to help financially support American families during the coronavirus pandemic will “not pass the Senate as it is written.”\n',['Tom Cotton'],Congress—U.S. House of Representatives
0,1252,11549.0,"'Biden, meanwhile, bristled at Sanders’ transparent attempts to use the coronavirus pandemic to renew his call for “Medicare-for-all,” saying: “People are looking for results, not a revolution.'",['Biden'],Centers for Medicare and Medicaid Services (CMS)
0,1257,11651.0,"'Moments like these don’t come around often in campaigns, and this is a perfect opportunity to show millions that you have what it takes,” said Robert Gibbs, the former White House press secretary and campaign adviser to President Barack Obama.'","['Robert Gibbs', 'Barack Obama']",White House
0,1259,11664.0,"'There are a lot of people on Wall Street that are very happy,"" Trump noted, adding that he would ease up on his criticism of the Fed and Chairman Jerome Powell.\n'",['Jerome Powell.\\n'],Court of Federal Claims
0,1260,11681.0,"'Waltz said he believes the Senate will make those ""important"" additions, and that he ""looks forward to supporting it when it comes back with those corrections.'",['Waltz'],Senate
0,1269,11905.0,"'Moments like these don’t come around often in campaigns and this is a perfect opportunity to show millions that you have what it takes,” said Robert Gibbs, former White House press secretary and campaign adviser to President Barack Obama.'","['Robert Gibbs', 'Barack Obama']",White House
0,1274,11937.0,"'Out of an abundance of caution, temperature checks are now being performed on any individuals who are in close contact with the President and Vice President,"" Judd Deere, a White House spokesman, said.\xa0'",['Judd Deere'],White House
0,1278,11981.0,"'Out of an abundance of caution, temperature checks are now being performed on any individuals who are in close contact with the President and Vice President,"" Judd Deere, a White House spokesman, said.\n'",['Judd Deere'],White House
0,1280,12064.0,"'Out of an abundance of caution, temperature checks are now being performed on any individuals who are in close contact with the President and Vice President,"" Judd Deere, a White House spokesman, said.\xa0'",['Judd Deere'],White House
0,1293,12184.0,"'Prior to the vote, which occurred shortly before 1 a.m. ET Saturday, House Minority Leader Kevin McCarthy, R-Calif., spoke to reporters about the deal that had been worked out, saying ""some things needed to be cleaned up.'",['Kevin McCarthy'],Congress—U.S. House of Representatives
0,1296,12365.0,"'A Department of Justice spokeswoman said that Attorney General William Barr, who also met Dutton, was ""feeling great and not showing any symptoms.'","['William Barr', 'Dutton']",Department of Justice (DOJ)
0,1297,12366.0,"'In an internal memo to the airline\'s 90,000 employees, Delta CEO Ed Bastian said ""demand for travel is declining at an accelerated pace daily, driving an unprecedented revenue impact.'",['Ed Bastian'],Delta Regional Authority
0,1319,12567.0,"'""NASA is coordinating with the White House, State Department, and other federal agencies and officials, and has formed an internal, multi-office working group that will address issues as they arise,"" Beutel added in the email, stating the space agency will\xa0""follow guidance from the Centers for Disease Control and Prevention and the agency’s Chief Health and Medical Officer, and communicate that guidance to its workforce as it becomes available.'",['Beutel'],White House
0,1330,12710.0,"'Rep. Matt Gaetz, R-Fla., blasted House Democrats\' coronavirus legislation Thursday, saying ""it is as if they are going in the opposite direction.'",['Matt Gaetz'],Congress—U.S. House of Representatives
0,1336,12817.0,"'""The Falcon and the Winter Soldier"" –\xa0Production in Prague has been canceled\n""Riverdale"" –\xa0Production in Canada has been delayed after a team member was in close contact with someone who tested positive for the virus\n\n      The \'Riverdale\' cast (L-R): Camila Mendes, Cole Sprouse, Ashleigh Murray,\xa0Madelaine Petsch, Casey Cott,\xa0Lili Reinhart, KJ Apa\xa0\n      '","['Casey Cott,\\xa0Lili Reinhart', 'Camila Mendes']",Federal Register
0,1340,12863.0,"'One was a mandate for up to $1 billion to reimburse laboratory claims, which White House officials say would set a precedent of health spending without protections outlined in the Hyde Amendment,"" Daily Caller senior White House correspondent Christian Datoc reported.\n'","['Christian Datoc', 'Daily Caller']",White House
0,1342,12880.0,"'CNN chief White House correspondent\xa0Jim Acosta\xa0said moments after the address that Trump’s remarks\xa0could be seen as “smacking of xenophobia,” an indication that the media ""has really gone off the rails,"" Shapiro said.\n'",['Acosta\\xa0said'],White House
0,1343,12906.0,"'However, ""with the new information about the positive diagnosis"" from the conference, Janet sought further medical attention and was admitted to the ICU and placed under isolation at Cedars Sinai Medical Center, according to the church.'",['Janet'],Agriculture Library
0,1345,12910.0,"'Earlier this week, Congress\' attending physician told the Senate that he expects between 70 to 150 million people to contract the coronavirus in the United States,"" said Tlaib, referring to figures reported by\xa0Axios on Wednesday.'",['Tlaib'],Senate
0,1363,13154.0,"'“Democrats could not have picked a worse week to try to undermine American travel restrictions,” Minority Leader Kevin McCarthy said on the House floor Wednesday.'",['Kevin McCarthy'],Congress—U.S. House of Representatives
0,1368,13234.0,"""The priority is the safety of all of us involved in this World Cup,” FIS women's race director Peter Gerdol said.""",['Peter Gerdol'],NOAA Fisheries
0,1379,13475.0,"'But soon afterward, the parties said they had reached a ""global, final settlement of all issues""\xa0-- a surprising turn of events that still needs the court\'s approval.\xa0', 'Independence County Circuit Court Judge Holly Meyer""Late last night, after the Court entered the order, we reached a global, final settlement of all issues,"" Lancaster wrote.'","['Holly Meyer""Late']",Administrative Office of the U.S. Courts
0,1380,13484.0,"'In a Fox News Opinion\xa0column Wednesday, Republican Sen. Marco Rubio and former House Speaker Newt Gingrich wrote that ""America must make rebuilding our domestic supply chain a priority of its own.'","['Marco Rubio', 'Newt Gingrich']",Congress—U.S. House of Representatives
0,1386,13563.0,"'Clyburn – the highest-ranking African American in the House and a major Biden supporter and surrogate whose endorsement helped boost the former vice president\xa0in South Carolina – argued that if Sanders continues his campaign, “you don’t do anything but get yourself in trouble if you continue in this contest when it’s obvious that the numbers will not shake out for you.'","['Clyburn', 'Sanders', 'Biden']",Congress—U.S. House of Representatives
0,1392,13669.0,"'We would like the country to realize that as a nation, we can\'t be doing the kinds of things we were doing a few months ago,"" Dr. Anthony Fauci, a top official at the National Institute of Allergy and Infectious Diseases, said during a White House news briefing.'",['Anthony Fauci'],White House
0,1393,13671.0,"'We would like the country to realize that as a nation, we can\'t be doing the kinds of things we were doing a few months ago,"" Dr. Anthony Fauci, a top official at the National Institute of Allergy and Infectious Diseases, said during a White House news briefing.'",['Anthony Fauci'],White House
0,1401,13790.0,"'Seema Varna also announced Tuesday that after the “terrific meeting” with health insurance executives, the administration has also removed “prior authorization requirements” for Medicare and Medicaid recipients, and will “waive prescription refill limits and expand more access.'",['Seema Varna'],Centers for Medicare and Medicaid Services (CMS)
0,1402,13806.0,"'House GOP trying to play catch-up on jobs but their stalling of payroll tax cut shows they are still putting politics before recovery,"" tweeted Senate Minority Leader Chuck Schumer,'",['Chuck Schumer'],Senate
0,1408,13860.0,"'""Everything you need to know about the Chinese coronavirus can be found on one, regularly-updated website,"" McCarthy wrote, linking to the Centers for Disease Prevention and Control, which refers to it as Coronavirus Disease 2019 or COVID-19.\n'",['McCarthy'],Centers for Disease Control and Prevention (CDC)
0,1413,13920.0,'House Minority Whip Steve Scalise said on Tuesday that Senate Minority leader Chuck Schumer needs to stop “hoping that bad thing will happen for the economy” during the coronavirus outbreak in order to blame President Trump.\n',"['Steve Scalise', 'Chuck Schumer']",Senate
0,1426,14044.0,"'Trump not tested for coronavirus as\xa0incoming chief of staff to self-quarantine\n\nMark Meadows, President Trump\'s incoming White House chief of staff, may have come in contact with the Conservative Political Action Conference attendee who was diagnosed with the coronavirus and ""out of an abundance of caution"" will self-quarantine over the next two weeks.'",['Trump\\'],White House
0,1433,14077.0,"'Mark Meadows, President Trump’s incoming White House chief of staff, may have come in contact with the Conservative Political Action Conference\xa0attendee who was diagnosed with the coronavirus and ""out of an abundance of caution""\xa0will self-quarantine over the next two weeks.\n'","['Mark Meadows', 'Trump’s']",White House
0,1444,14184.0,"'We would want to ensure that we work to make it affordable,” Health and Human Services Secretary Alex Azar\xa0said last week\xa0during a hearing on Capitol Hill.'",['Alex Azar\\xa0said'],"Civil Rights, Department of Health and Human Services Office for"
0,1455,14237.0,"'The outbreak is entering a new phase, from mostly travel-related cases to domestic transmission,” Dr. Robert Almer, dean of the School of Health Sciences and Practice at New York Medical College and former Centers for Disease Control and Prevention (CDC) chief medical officer, told Fox News.'",['Robert Almer'],Centers for Disease Control and Prevention (CDC)
0,1459,14290.0,"'Though Ronaldo scored some laughs online, Italian Footballers\' Association president Damiano Tommasi argued ""stopping football is the most useful thing for our country right now.'","['Ronaldo', 'Damiano Tommasi']",Federal National Mortgage Association (Fannie Mae)
0,1463,14368.0,"'On Sunday night, House Speaker Nancy Pelosi (D-CA) and Senate Minority Leader Chuck Schumer (D-NY) took issue with the administration offering “tax breaks for major corporations” to cope with coronavirus.'","['Nancy Pelosi', 'Chuck Schumer']",Senate
0,1471,14539.0,"'President Trump has no higher priority than the health and safety and well-being of the American people,” Pence said, sitting alongside Acting Homeland Security Secretary Chad Wolf and Florida Gov. Ron DeSantis.'","['Ron DeSantis', 'Chad Wolf']",Department of Homeland Security (DHS)
0,1473,14572.0,"'I\'ve consciously or unconsciously picked a partner that makes sure to keep me evolving into the best version of myself,"" Perry told Ryan Seacrest on his radio show\xa0""On the Air with Ryan Seacrest.""\nPREGNANT KATY PERRY LOOKING FORWARD TO JOINING'","['Perry', 'Ryan Seacrest.""\\nPREGNANT', 'Ryan Seacrest']",Air Force
0,1476,14654.0,"'""People should recognize at the end of the day, this still remains a low-risk infection to not just our service members, but to the American public,""\xa0Nelson Michael, the director for infectious disease research at Walter Reed Army Institute of Research, said at a Pentagon briefing Thursday.\n'",['Michael'],Pentagon Force Protection Agency
0,1479,14719.0,"'This will be the largest freeway closure in Los Angeles since September 2012 when we closed Interstate 405 in both directions,"" John Bulinski, the state Department of Transportation\'s local director, said Thursday.\n'",['John Bulinski'],U.S. Department of Transportation (DOT)
0,1481,14745.0,"'President Trump was not talking about cutting entitlement benefits when he spoke about the U.S. economy during a Fox News town hall in Scranton, Pa., on Thursday evening, according to White House counselor Kellyanne Conway.\n'","[""Kellyanne Conway.\\n'""]",White House
0,1482,14757.0,"'Using the correct disinfectant is an important part of preventing and reducing the spread of illnesses along with other critical aspects such as hand washing,”\xa0said EPA Administrator Andrew Wheeler.\n'","[""Andrew Wheeler.\\n'""]",Commerce Department (DOC)
0,1498,15083.0,"'So from that standpoint, I think probably there is a positive impact, but there is also an impact on overseas travel, which will be fairly substantial.”\nActing Homeland Security Secretary Chad Wolf, who was also in the meeting, said his agency has screened more than 53,000 people “and prevented a number of folks from coming into the country” largely because of cooperation from the airlines.'",['Chad Wolf'],Department of Homeland Security (DHS)
0,1503,15150.0,"'Vice President Mike Pence announced Wednesday that all passengers on flights from Italy and South Korea are being screened “multiple times” for any signs of the coronavirus before they board their flights to the U.S.\nPence, who is heading up the White House’s coronavirus task force, repeated that “the risk to the average American of contracting the coronavirus remains low,” but added that the U.S. is taking more steps to try and prevent any further spread of the virus that has so far killed 10 people in the country.\n'",['Mike Pence'],White House
0,1507,15178.0,"'Laura Mayes, spokeswoman for the city of San Antonio, said that knowing about the plan from the Centers for Disease Control and Prevention was “part of why the city wanted to pause it, to minimize the threat to the community.'",['Laura Mayes'],Centers for Disease Control and Prevention (CDC)
0,1523,15306.0,"'We set out to train students how to build and operate space instruments,” said MIT professor Richard Binzel, instrument scientist for the REXIS student experiment.'",['Richard Binzel'],Smithsonian Institution
0,1530,15342.0,"'Senate Majority Leader Mitch McConnell expressed confidence that Congress will ""come together with a bipartisan, bicameral package.'",['Mitch McConnell'],Senate
0,1546,15488.0,"'Metadata will be out,” said House Majority Leader Steny Hoyer,'",['Steny Hoyer'],Congress—U.S. House of Representatives
0,1547,15488.0,"'According to Senate Majority Leader Mitch McConnell, R-K.Y., there was nary a syllable of conversation about a cloud of issues hovering over the Department of Justice.\n'",['Mitch McConnell'],Senate
0,1548,15492.0,"'Metadata will be out,” said House Majority Leader Steny Hoyer,'",['Steny Hoyer'],Congress—U.S. House of Representatives
0,1549,15492.0,"'According to Senate Majority Leader Mitch McConnell, R-K.Y., there was nary a syllable of conversation about a cloud of issues hovering over the Department of Justice.\n'",['Mitch McConnell'],Senate
0,1552,15495.0,"'Pelosi wants Senate Majority Leader Mitch McConnell, R-Ky., Senate Minority Leader Chuck Schumer, D-N.Y., and House Minority Leader Kevin McCarthy, R-Calif., to meet on\xa0Capitol Hill\xa0to figure out ""preparedness and keeping the Congress open for the People’s business,” a Democratic aide told Fox News.\n'","['Mitch McConnell', 'Chuck Schumer', 'Kevin McCarthy', 'R-Ky']",Senate
0,1559,15545.0,"'He then skewered House Speaker Nancy Pelosi for “trying to use a wine bottle as the gavel,” and said goodbye to public bathrooms.\n'",['Nancy Pelosi'],Congress—U.S. House of Representatives
0,1561,15564.0,"""White House press secretary Stephanie Grisham said on Monday that Americans'\xa0risk\xa0of coronavirus infection remains “very low” due to President Trump’s “unprecedented, aggressive, and early steps”\xa0to combat the virus.\n""","['Stephanie Grisham', 'Trump’s']",White House
0,1563,15592.0,"'The reductions in block hours has resulted in lower line values and fewer flying opportunities in some fleets,” Todd Insler, president of United’s pilot union, explained.'",['Todd Insler'],Administrative Conference of the United States
0,1575,15718.0,"'At the same time, Pence emphasized that the administration\'s efforts rendered the risk to Americans ""low"" -- contrary to recent statements from commentators and others, like billionaire Bill Gates, who ominously declared\xa0the coronavirus a\xa0""once-in-a-century pathogen we’ve been worried about.'",['Bill Gates'],Administration for Children and Families (ACF)
0,1578,15788.0,"'NBC White House correspondent Hans Nichols introduced the clip, saying: ""At a raucous South Carolina rally, President Donald Trump casting doubt on the coronavirus outbreak in this country.'",['Hans Nichols'],White House
0,1581,15854.0,"'""\nConcha said\xa0the best way to get out information about coronavirus and prevent\xa0misinformation is for Health and Human Services Secretary Alex Azar\xa0 to hold a daily news briefing on ""where we are in terms of fighting this, and what\'s being done to prevent it from spreading.'",['Alex Azar\\xa0'],"Civil Rights, Department of Health and Human Services Office for"
0,1583,15858.0,"'Siegel told the ""Fox  Friends"" hosts he thought the expertise from doctors like those at the National Institutes of Health and the Centers for Disease Control and Prevention are sending the ""right message that the U.S. public health officials are on top of this.'",['Siegel'],Centers for Disease Control and Prevention (CDC)
0,1594,15948.0,"'In an alarming statement on Tuesday, the Centers for Disease Control and Prevention’s Nancy Messonnier cautioned the public to prepare for “significant disruption of our lives” if the virus spreads. \n'",['Nancy Messonnier'],Centers for Disease Control and Prevention (CDC)
0,1612,16141.0,"'Trump requested $2.5 billion in funding from Congress for the coronavirus response, an amount that Schumer said was too little as he panned the Trump administration\'s preparedness for a disease federal officials say may cause ""severe"" disruption\xa0to everyday life in the U.S.\n""With no plan to deal with the potential public and global health crisis related to the novel coronavirus, the Trump administration made an emergency supplemental appropriations request on Monday,"" Schumer said in a statement Wednesday.\xa0'",['Schumer'],Congress—U.S. House of Representatives
0,1615,16153.0,"'Trump and Democratic leaders in both the House and Senate have been bickering over the response to the coronavirus, with House Speaker Nancy Pelosi, D-Calif., saying on Monday that Trump’s proposed $2.5 billion request to tackle the outbreak was “long overdue and completely inadequate to the scale of this emergency.”\nTrump fired back on Wednesday by calling Pelosi “incompetent” and accused her of using the virus for political point-scoring.\n'",['Nancy Pelosi'],Senate
0,1618,16183.0,"'In response to Schumer\'s request, Senate Majority Leader Mitch McConnell, R-Ky., wrote Thursday that ""everyone from [Schumer\'s] fellow Democrats to President Trump have seemed perplexed by [his] political game-playing"" and that he felt ""confident that the coronavirus does not care about partisan bickering or political news cycles.'","['Trump', 'Mitch McConnell', 'R-Ky']",Senate
0,1620,16183.0,"'On Tuesday, Schumer –\xa0echoing statements from Pelosi and 2020 candidates –\xa0branded the White House\'s efforts ""too little, too late"" and made his own request to add an extra $6 billion of entirely new funding\xa0to the administration\'s initial sum.\n'",['Schumer'],White House
0,1621,16183.0,"'In response to Schumer\'s request, Senate Majority Leader Mitch McConnell, R-Ky., wrote Thursday that ""everyone from [Schumer\'s] fellow Democrats to President Trump have seemed perplexed by [his] political game-playing"" and that he felt ""confident that the coronavirus does not care about partisan bickering or political news cycles.'","['Trump', 'Mitch McConnell', 'R-Ky']",Senate
0,1651,16498.0,"'Sasse added that he believes Senate Minority Leader Chuck Schumer\'s criticism that the administration was ""too little, too late"" on its funding request is politically charged.\n'",['Chuck'],Senate
0,1654,16556.0,"'We need some funding here to make sure that we protect all Americans,” Deputy White House Press Secretary Hogan Gidley said on Fox News.'",['Hogan Gidley'],White House
0,1659,16671.0,"'Special\xa0Agent Elliot Weideman,\xa0who works with the Computer Intrusion Squad in the Bureau\'s Los Angeles field office, accused Dam of ""intentionally damaging and attempting to damage a protected computer.'",['Elliot'],Alcohol and Tobacco Tax and Trade Bureau
0,1675,16869.0,"'There was a lot of White House control of the Justice Department during the Kennedy administration and I don\'t think we saw very many liberal professors arguing against that,"" Dershowitz said in an interview with Breitbart News that aired Sunday on SiriusXM.'","['Kennedy', 'Dershowitz']",White House
0,1680,16931.0,"'What’s happening here with Barr,\xa0I think people need to\xa0understand that he’s cleaning up\xa0the mess from not only the Obama\xa0administration but also the\xa0mess that was left with the\xa0whole Russia-gate fiasco,"" Nunes told\xa0""Fox  Friends\xa0Weekend.""\nNunes\'\xa0comments came days after Barr himself publicly swiped at Trump, declaring Thursday that the president’s tweets about Justice Department prosecutors and open cases ""make it impossible for me to do my job.'",['Barr'],Department of Justice (DOJ)
0,1684,17012.0,"'Despite rigorous containment efforts, medical experts working to understand the virus, now known as COVID-19, have acknowledged such a possibility -- including Dr. Robert Redfield, the director of the Centers for Disease Control and Prevention (CDC), who said this week the virus “is probably with us beyond this season, beyond this year.'",['Robert Redfield'],Centers for Disease Control and Prevention (CDC)
0,1686,17042.0,"'The White House says President Trump isn\'t ""bothered"" or deterred after Attorney General Bill Barr told ABC News on Thursday that the president\'s tweets ""make it impossible for me to do my job,"" in an unusual swipe at the president -- although Barr emphasized that Trump ""has never asked me to do anything in a criminal case.'","['Bill Barr', 'Barr', 'Trump']",White House
0,1687,17042.0,"'The White House says President Trump isn\'t ""bothered"" or deterred after Attorney General Bill Barr told ABC News on Thursday that the president\'s tweets ""make it impossible for me to do my job,"" in an unusual swipe at the president -- although Barr emphasized that Trump ""has never asked me to do anything in a criminal case.'","['Bill Barr', 'Trump']",White House
0,1702,17216.0,"'These people do not have coronavirus,"" Rear Admiral Dr. Nancy Knight, of the Centers for Disease Control and Prevention (CDC), said.'",['Nancy Knight'],Centers for Disease Control and Prevention (CDC)
0,1718,17454.0,"'Fox  Friends, 6 a.m. ET: Special guests include: U.S. Rep. Chip Roy, R-Texas on Republicans\' plans to expunge Trump\'s impeachment if they win back the House; Judge Jeanine Pirro and more\nFox Business:\nVarney  Co.: Vice President Mike Pence\nOn Fox News Radio:\nThe Fox News Rundown podcast: ""Can the economy fend off coronavirus?'","['Mike Pence\\nOn', 'Jeanine Pirro', 'Chip Roy']",Congress—U.S. House of Representatives
0,1742,17613.0,"'Sean Hannity takes aim at House Speaker Nancy Pelosi\'s ripping up President Trump\'s speech, calling the scene ""one of the most classless things ever done in the history of the State of the Union.'",['Nancy'],Congress—U.S. House of Representatives
0,1744,17621.0,"'Sean Hannity takes aim at House Speaker Nancy Pelosi\'s ripping up President Trump\'s speech, calling the scene ""one of the most classless things ever done in the history of the State of the Union.'",['Nancy'],Congress—U.S. House of Representatives
0,1745,17639.0,"'United Nations Secretary-General expresses his priorities for 2020\n\n\n\n\nAs the United Nations marks its 75th anniversary this year, Secretary-General Antonio Guterres said Tuesday “a wind of madness is sweeping the globe” because of escalating geopolitical conflicts of wars and instabilities.\n'",['Antonio Guterres'],U.S. Mission to the United Nations
0,1755,17775.0,"'Her worst nightmare has happened,"" Trump said, referring to House Speaker Nancy Pelosi, D-Calif, who reluctantly announced impeachment proceedings after months of resisting the progressive wing of her party.\n'",['Nancy Pelosi'],Congress—U.S. House of Representatives
0,1776,18075.0,"'“Americans should know that this is a potentially very serious public health threat, but, at this point, Americans should not worry for their own safety,” Alex Azar, the U.S. secretary of Health and Human Services, said during a press conference this week.\n'",['Alex Azar'],"Civil Rights, Department of Health and Human Services Office for"
0,1790,18314.0,"""Greg Gutfeld explains how Trump's Senate impeachment trial “is not meant for you or me.""",['Greg Gutfeld'],Senate
0,1791,18353.0,"'""\n""What my people have to do is just be honest, just tell the truth,"" Trump told Raymond Arroyo at the March for Life rally in Washington.'",['Raymond Arroyo'],Fish and Wildlife Service (FWS)
0,1792,18353.0,"'""\nAsked how much the Trump defense team will talk about the Bidens, the Trump legal team source said the House made them part of the case, so ""we\'ll have to be addressing that.'",['Bidens'],Congress—U.S. House of Representatives
0,1798,18482.0,"'Sean Hannity slams lead House impeachment manager Adam Schiff\'s arguments at President Trump\'s Senate trial, saying the California congressman ""looked like a lunatic.'","['Trump\\', 'Adam']",Senate
0,1801,18538.0,"'Roberts called the Senate the ""world\'s greatest deliberative body"" and added that ""those addressing the Senate should remember where they are.'",['Roberts'],Senate
0,1802,18538.0,"'Roberts called the Senate the ""world\'s greatest deliberative body"" and added that ""those addressing the Senate should remember where they are.'",['Roberts'],Senate
0,1803,18617.0,"'You don’t want us to meet,” charged House Majority Leader Steny Hoyer,'",['Steny Hoyer'],Congress—U.S. House of Representatives
0,1815,18734.0,"'GOVERNOR SAYS\nNorth Carolina Health and Human Services Secretary Dr. Mandy Cohen, in a letter to McDaniel and Kelly on Friday, noted that the Centers for Disease Control and Prevention (CDC) has “interim guidance regarding mass gatherings,” which details safety protocols “that organizers of major events should utilize amid this pandemic.”\nCohen did, though, warn that North Carolina, which is in “Phase 2” of its reopening amid coronavirus, has had its “highest day of new lab confirmed COVID-19 cases in the state” this week and “increasing numbers of people hospitalized with COVID-19.'","['Kelly', 'Mandy Cohen', 'McDaniel']",Centers for Disease Control and Prevention (CDC)
0,1816,18734.0,"'GOVERNOR SAYS\nNorth Carolina Health and Human Services Secretary Dr. Mandy Cohen, in a letter to McDaniel and Kelly on Friday, noted that the Centers for Disease Control and Prevention (CDC) has “interim guidance regarding mass gatherings,” which details safety protocols “that organizers of major events should utilize amid this pandemic.”\nCohen did, though, warn that North Carolina, which is in “Phase 2” of its reopening amid coronavirus, has had its “highest day of new lab confirmed COVID-19 cases in the state” this week and “increasing numbers of people hospitalized with COVID-19.'","['Kelly', 'Mandy Cohen', 'McDaniel']",Centers for Disease Control and Prevention (CDC)
